# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	DOCULECT	TOKENS	CONCEPT	QLCID	COUNTERPART
866	baniva	k u a k o	ACOSTARSE_LIE DOWN	huber1992/baniva/ACOSTARSE_LIE DOWN	kuako
1514	achagua	l e e m a n i # j u	ACOSTARSE_LIE DOWN	huber1992/achagua/ACOSTARSE_LIE DOWN	léemani jú
1515	achagua	k u a u	ACOSTARSE_LIE DOWN	huber1992/achagua/ACOSTARSE_LIE DOWN	kuáu
1516	achagua	ʒ u w a u	ACOSTARSE_LIE DOWN	huber1992/achagua/ACOSTARSE_LIE DOWN	ʒúwau
1938	epena Saija	h ẽ ɾ ã b e e	ACOSTARSE_LIE DOWN	huber1992/epena Saija/ACOSTARSE_LIE DOWN	hẽɾãbée
1939	epena Saija	h ẽ ɾ ã b e e h i	ACOSTARSE_LIE DOWN	huber1992/epena Saija/ACOSTARSE_LIE DOWN	hẽɾãbéehi
2317	awa	t u n	ACOSTARSE_LIE DOWN	huber1992/awa/ACOSTARSE_LIE DOWN	tun
2689	epena basurudó	h e d a # tʰ a a b e e	ACOSTARSE_LIE DOWN	huber1992/epena basurudó/ACOSTARSE_LIE DOWN	héda tʰaabee
3294	bora	tʰ o ts i̵ ɯ kʰ ɯ n ɯ	ACOSTARSE_LIE DOWN	huber1992/bora/ACOSTARSE_LIE DOWN	tʰótsí̵ɯ́kʰɯnɯ́
3295	bora	tʰ o ts i̵ kʰ a r o	ACOSTARSE_LIE DOWN	huber1992/bora/ACOSTARSE_LIE DOWN	tʰótsi̵kʰáro
3296	bora	pʰ a r ɯ x kʰ a r o	ACOSTARSE_LIE DOWN	huber1992/bora/ACOSTARSE_LIE DOWN	pʰárɯxkʰáro
3297	bora	t e ʔ e x kʰ a r o	ACOSTARSE_LIE DOWN	huber1992/bora/ACOSTARSE_LIE DOWN	téʔexkʰáro
3298	bora	kʷ a ʧ a x kʰ a r o	ACOSTARSE_LIE DOWN	huber1992/bora/ACOSTARSE_LIE DOWN	kʷáʧaxkʰáro
3299	bora	p o tsʰ e x kʰ a r o	ACOSTARSE_LIE DOWN	huber1992/bora/ACOSTARSE_LIE DOWN	pótsʰexkʰáro
3733	giacone	p a k u a n i p e	ACOSTARSE_LIE DOWN	huber1992/giacone/ACOSTARSE_LIE DOWN	pakuánipe
3734	giacone	p e j a n i p e	ACOSTARSE_LIE DOWN	huber1992/giacone/ACOSTARSE_LIE DOWN	pejanipe
4016	barí	ʧ i r o ŋ k b ə	ACOSTARSE_LIE DOWN	huber1992/barí/ACOSTARSE_LIE DOWN	ʧiroŋkbə
4371	bará	k õ ã i	ACOSTARSE_LIE DOWN	huber1992/bará/ACOSTARSE_LIE DOWN	kõãì
4372	bará	j o h a	ACOSTARSE_LIE DOWN	huber1992/bará/ACOSTARSE_LIE DOWN	johá
4860	guahibo	b o: b e n a	ACOSTARSE_LIE DOWN	huber1992/guahibo/ACOSTARSE_LIE DOWN	bó:bena
4861	guahibo	b o k a:	ACOSTARSE_LIE DOWN	huber1992/guahibo/ACOSTARSE_LIE DOWN	bóka:
5324	barasana	h e s a	ACOSTARSE_LIE DOWN	huber1992/barasana/ACOSTARSE_LIE DOWN	hesá
5325	barasana	k ã h ĩ	ACOSTARSE_LIE DOWN	huber1992/barasana/ACOSTARSE_LIE DOWN	kãhĩ́
5832	secoya	ũ ĩ j ẽ	ACOSTARSE_LIE DOWN	huber1992/secoya/ACOSTARSE_LIE DOWN	ũĩjẽ
6189	cha'palaachi	ts u n a	ACOSTARSE_LIE DOWN	huber1992/cha'palaachi/ACOSTARSE_LIE DOWN	tsuna
6518	guambiano	ts u p	ACOSTARSE_LIE DOWN	huber1992/guambiano/ACOSTARSE_LIE DOWN	tsup
6962	cuiba	b o b e n a	ACOSTARSE_LIE DOWN	huber1992/cuiba/ACOSTARSE_LIE DOWN	bobéna
6963	cuiba	b o k a	ACOSTARSE_LIE DOWN	huber1992/cuiba/ACOSTARSE_LIE DOWN	bóka
7750	macuna	h e s a	ACOSTARSE_LIE DOWN	huber1992/macuna/ACOSTARSE_LIE DOWN	hesa
7751	macuna	j o s a	ACOSTARSE_LIE DOWN	huber1992/macuna/ACOSTARSE_LIE DOWN	josa
8134	chimila	ŋ a a	ACOSTARSE_LIE DOWN	huber1992/chimila/ACOSTARSE_LIE DOWN	ŋáa
8135	chimila	ᵐb r e e k r i	ACOSTARSE_LIE DOWN	huber1992/chimila/ACOSTARSE_LIE DOWN	ᵐbréekri
8565	guayabero	ʔ o e l	ACOSTARSE_LIE DOWN	huber1992/guayabero/ACOSTARSE_LIE DOWN	ʔóel
8566	guayabero	ʔ o k	ACOSTARSE_LIE DOWN	huber1992/guayabero/ACOSTARSE_LIE DOWN	ʔok
8975	embera chamí	h e d a b e	ACOSTARSE_LIE DOWN	huber1992/embera chamí/ACOSTARSE_LIE DOWN	hédabe
9365	carapana	j o s a	ACOSTARSE_LIE DOWN	huber1992/carapana/ACOSTARSE_LIE DOWN	josá
9735	curripaco	p a u s u a k a	ACOSTARSE_LIE DOWN	huber1992/curripaco/ACOSTARSE_LIE DOWN	pausuaka
10086	ika	a g a k ə n	ACOSTARSE_LIE DOWN	huber1992/ika/ACOSTARSE_LIE DOWN	agákən
10087	ika	p ə i n k w ə n	ACOSTARSE_LIE DOWN	huber1992/ika/ACOSTARSE_LIE DOWN	pəìnkwən
10485	catío	h e w e d a # ʧʰ u b i̵ a	ACOSTARSE_LIE DOWN	huber1992/catío/ACOSTARSE_LIE DOWN	hewedá ʧʰubi̵a
10892	cubeo	p a r a j i̵	ACOSTARSE_LIE DOWN	huber1992/cubeo/ACOSTARSE_LIE DOWN	paráji̵
10893	cubeo	j u j u j i̵	ACOSTARSE_LIE DOWN	huber1992/cubeo/ACOSTARSE_LIE DOWN	jujúji̵
11403	muinane	s i̵ u k i̵ n i̵ b o	ACOSTARSE_LIE DOWN	huber1992/muinane/ACOSTARSE_LIE DOWN	sí̵uki̵ni̵bo
11404	muinane	a a k a n o	ACOSTARSE_LIE DOWN	huber1992/muinane/ACOSTARSE_LIE DOWN	áákano
11853	desano	o j a	ACOSTARSE_LIE DOWN	huber1992/desano/ACOSTARSE_LIE DOWN	oja
11854	desano	s i a	ACOSTARSE_LIE DOWN	huber1992/desano/ACOSTARSE_LIE DOWN	sía
11855	desano	s i ʔ a	ACOSTARSE_LIE DOWN	huber1992/desano/ACOSTARSE_LIE DOWN	siʔá
12225	inga	s i r i r i j	ACOSTARSE_LIE DOWN	huber1992/inga/ACOSTARSE_LIE DOWN	siriríj
12594	dí̵mi̵na	g e w a i	ACOSTARSE_LIE DOWN	huber1992/dí̵mi̵na/ACOSTARSE_LIE DOWN	gewai
12959	embera Darién	h e p e ɗ a tʰ a ɓ i̵	ACOSTARSE_LIE DOWN	huber1992/embera Darién/ACOSTARSE_LIE DOWN	hepeɗatʰaɓi̵
13290	nukak	ɲ a h	ACOSTARSE_LIE DOWN	huber1992/nukak/ACOSTARSE_LIE DOWN	ɲah⁴
13617	jupda	w o b o j	ACOSTARSE_LIE DOWN	huber1992/jupda/ACOSTARSE_LIE DOWN	woboj
13959	jitnu	b o k	ACOSTARSE_LIE DOWN	huber1992/jitnu/ACOSTARSE_LIE DOWN	bók
14348	koreguaje	ũ i	ACOSTARSE_LIE DOWN	huber1992/koreguaje/ACOSTARSE_LIE DOWN	ũi
14765	páez	d e h	ACOSTARSE_LIE DOWN	huber1992/páez/ACOSTARSE_LIE DOWN	deh
15205	kakua	l a h	ACOSTARSE_LIE DOWN	huber1992/kakua/ACOSTARSE_LIE DOWN	lah⁴
15206	kakua	j ã h	ACOSTARSE_LIE DOWN	huber1992/kakua/ACOSTARSE_LIE DOWN	jãh⁴
15658	witoto mi̵ni̵ca	b ɯ i d e	ACOSTARSE_LIE DOWN	huber1992/witoto mi̵ni̵ca/ACOSTARSE_LIE DOWN	bɯ́ide
16065	kogui	g e k u ə i l d i	ACOSTARSE_LIE DOWN	huber1992/kogui/ACOSTARSE_LIE DOWN	gekuəìldi
16492	witoto ni̵pode	b ɯ i d e	ACOSTARSE_LIE DOWN	huber1992/witoto ni̵pode/ACOSTARSE_LIE DOWN	bɯ́ide
16946	miraña	kʷ a ʔ ɯ ɯ kʰ ɯ n ɯ	ACOSTARSE_LIE DOWN	huber1992/miraña/ACOSTARSE_LIE DOWN	kʷáʔɯɯ́kʰɯnɯ
16947	miraña	kʷ a ʔ ɯ ɯ β e	ACOSTARSE_LIE DOWN	huber1992/miraña/ACOSTARSE_LIE DOWN	kʷáʔɯɯ́βe
16948	miraña	kʰ o β i ʔ h ɯ kʰ ɯ n ɯ	ACOSTARSE_LIE DOWN	huber1992/miraña/ACOSTARSE_LIE DOWN	kʰóβiʔhɯ́kʰɯnɯ
17347	piratapuyo	k ũ j ã	ACOSTARSE_LIE DOWN	huber1992/piratapuyo/ACOSTARSE_LIE DOWN	kũjã
17348	piratapuyo	j o s a	ACOSTARSE_LIE DOWN	huber1992/piratapuyo/ACOSTARSE_LIE DOWN	josa
17764	playero	b o b e n a	ACOSTARSE_LIE DOWN	huber1992/playero/ACOSTARSE_LIE DOWN	bóbena
17765	playero	b o k a	ACOSTARSE_LIE DOWN	huber1992/playero/ACOSTARSE_LIE DOWN	boka
18189	witoto murui	b ɯ i d e	ACOSTARSE_LIE DOWN	huber1992/witoto murui/ACOSTARSE_LIE DOWN	bɯide
18678	ocaina	ĩ ĩ ã	ACOSTARSE_LIE DOWN	huber1992/ocaina/ACOSTARSE_LIE DOWN	ĩĩã
18679	ocaina	t ɯ ɯ dʲ a	ACOSTARSE_LIE DOWN	huber1992/ocaina/ACOSTARSE_LIE DOWN	tɯɯdʲa
19012	orejón	ũ ĩ j i	ACOSTARSE_LIE DOWN	huber1992/orejón/ACOSTARSE_LIE DOWN	ũĩji
19013	orejón	b e j i	ACOSTARSE_LIE DOWN	huber1992/orejón/ACOSTARSE_LIE DOWN	beji
19412	piapoco	w a k u a k a w a	ACOSTARSE_LIE DOWN	huber1992/piapoco/ACOSTARSE_LIE DOWN	wakùakawa
19786	puinave	k o s o k	ACOSTARSE_LIE DOWN	huber1992/puinave/ACOSTARSE_LIE DOWN	kosok
20142	resígaro	h e p i t a k a a	ACOSTARSE_LIE DOWN	huber1992/resígaro/ACOSTARSE_LIE DOWN	hepítakaá
20487	sáliba	ɾ e a h a ʔ a	ACOSTARSE_LIE DOWN	huber1992/sáliba/ACOSTARSE_LIE DOWN	ɾeahaʔa
20488	sáliba	ɾ e e ʔ h a ʔ a	ACOSTARSE_LIE DOWN	huber1992/sáliba/ACOSTARSE_LIE DOWN	ɾeeʔhaʔa
20489	sáliba	ũ p a h a ʔ a	ACOSTARSE_LIE DOWN	huber1992/sáliba/ACOSTARSE_LIE DOWN	ũpahaʔa
20853	siona	ũ ĩ h i	ACOSTARSE_LIE DOWN	huber1992/siona/ACOSTARSE_LIE DOWN	ũĩhi
20854	siona	w e h i	ACOSTARSE_LIE DOWN	huber1992/siona/ACOSTARSE_LIE DOWN	wehi
21230	siriano	o j a	ACOSTARSE_LIE DOWN	huber1992/siriano/ACOSTARSE_LIE DOWN	ojá
21231	siriano	s i ʔ a	ACOSTARSE_LIE DOWN	huber1992/siriano/ACOSTARSE_LIE DOWN	siʔá
21609	tatuyo	j o h a	ACOSTARSE_LIE DOWN	huber1992/tatuyo/ACOSTARSE_LIE DOWN	johá
21988	tucano	k ũ j ã	ACOSTARSE_LIE DOWN	huber1992/tucano/ACOSTARSE_LIE DOWN	kũjã
21989	tucano	k ã h ĩ	ACOSTARSE_LIE DOWN	huber1992/tucano/ACOSTARSE_LIE DOWN	kãhĩ
22387	embera Tadó	h ẽ ɾ ã ɓ e	ACOSTARSE_LIE DOWN	huber1992/embera Tadó/ACOSTARSE_LIE DOWN	hẽɾãɓé
22388	embera Tadó	h ẽ ɾ ã ɓ e s i # h e ɗ a	ACOSTARSE_LIE DOWN	huber1992/embera Tadó/ACOSTARSE_LIE DOWN	hẽɾãɓési heɗá
22773	tanimuca	p ã j ã r i k a	ACOSTARSE_LIE DOWN	huber1992/tanimuca/ACOSTARSE_LIE DOWN	pãjãrika
22774	tanimuca	b ã r ĩ b i r i k a	ACOSTARSE_LIE DOWN	huber1992/tanimuca/ACOSTARSE_LIE DOWN	bãrĩbirika
23136	tunebo central	k a m i n r o	ACOSTARSE_LIE DOWN	huber1992/tunebo central/ACOSTARSE_LIE DOWN	kamínro
23673	tsafiqui pila	ts o	ACOSTARSE_LIE DOWN	huber1992/tsafiqui pila/ACOSTARSE_LIE DOWN	tso
23990	totoró	ts o p	ACOSTARSE_LIE DOWN	huber1992/totoró/ACOSTARSE_LIE DOWN	tsop
24341	tuyuca	k õ ã i	ACOSTARSE_LIE DOWN	huber1992/tuyuca/ACOSTARSE_LIE DOWN	kõãì
24342	tuyuca	j o s a	ACOSTARSE_LIE DOWN	huber1992/tuyuca/ACOSTARSE_LIE DOWN	josá
24839	waimaja	p e h a	ACOSTARSE_LIE DOWN	huber1992/waimaja/ACOSTARSE_LIE DOWN	pehá
24840	waimaja	j o h a	ACOSTARSE_LIE DOWN	huber1992/waimaja/ACOSTARSE_LIE DOWN	johá
25313	wounaan	w e ɾ b a	ACOSTARSE_LIE DOWN	huber1992/wounaan/ACOSTARSE_LIE DOWN	weɾba
25723	wanano	k õ ã	ACOSTARSE_LIE DOWN	huber1992/wanano/ACOSTARSE_LIE DOWN	kõã
25724	wanano	j o s a	ACOSTARSE_LIE DOWN	huber1992/wanano/ACOSTARSE_LIE DOWN	josa
26215	wayuu	p a l a s t i̵ s i̵	ACOSTARSE_LIE DOWN	huber1992/wayuu/ACOSTARSE_LIE DOWN	palásti̵si̵
26216	wayuu	h u l e t i̵ s i	ACOSTARSE_LIE DOWN	huber1992/wayuu/ACOSTARSE_LIE DOWN	huletí̵si
26697	yucuna	t o ʔ o k a h o	ACOSTARSE_LIE DOWN	huber1992/yucuna/ACOSTARSE_LIE DOWN	toʔokáho
27039	yukpa	a n e k a	ACOSTARSE_LIE DOWN	huber1992/yukpa/ACOSTARSE_LIE DOWN	aneka
27421	yurutí	k u a	ACOSTARSE_LIE DOWN	huber1992/yurutí/ACOSTARSE_LIE DOWN	kúa
27422	yurutí	j o s a a	ACOSTARSE_LIE DOWN	huber1992/yurutí/ACOSTARSE_LIE DOWN	jósaa
#
344	kamsá	b ɕ a x a	AFILADO_SHARP	huber1992/kamsá/AFILADO_SHARP	bɕáxa
345	kamsá	n g m i ʧ i̵ b x a	AFILADO_SHARP	huber1992/kamsá/AFILADO_SHARP	ngmiʧí̵bxa
1588	achagua	k e e m a i	AFILADO_SHARP	huber1992/achagua/AFILADO_SHARP	kéemai
1589	achagua	k e e ʒ a	AFILADO_SHARP	huber1992/achagua/AFILADO_SHARP	kéeʒa
1994	epena Saija	pʰ e w e d e e	AFILADO_SHARP	huber1992/epena Saija/AFILADO_SHARP	pʰewedée
2380	awa	k w i ʧ a t i̵ t	AFILADO_SHARP	huber1992/awa/AFILADO_SHARP	kwiʧati̵t
2381	awa	t i ʧ a t i̵ t	AFILADO_SHARP	huber1992/awa/AFILADO_SHARP	tiʧati̵t
2735	epena basurudó	pʰ e e d e a	AFILADO_SHARP	huber1992/epena basurudó/AFILADO_SHARP	pʰeedéa
3411	bora	tsʰ ɯ ʔ x i̵ β a n e	AFILADO_SHARP	huber1992/bora/AFILADO_SHARP	tsʰɯ́ʔxi̵βáne
3776	giacone	p a m a n c t a n i p e	AFILADO_SHARP	huber1992/giacone/AFILADO_SHARP	pamanctánipe
4058	barí	ʔ i k o b a j n i n ə	AFILADO_SHARP	huber1992/barí/AFILADO_SHARP	ʔikobajninə
4431	bará	a h o j o a	AFILADO_SHARP	huber1992/bará/AFILADO_SHARP	ahojoa
4941	guahibo	x i u h a i	AFILADO_SHARP	huber1992/guahibo/AFILADO_SHARP	xíuhai
4942	guahibo	ts e k e h a i	AFILADO_SHARP	huber1992/guahibo/AFILADO_SHARP	tsékehai
5388	barasana	b i̵ h a s e	AFILADO_SHARP	huber1992/barasana/AFILADO_SHARP	bi̵hase
5891	secoya	h ĩ̵ h ĩ̵ s i k o	AFILADO_SHARP	huber1992/secoya/AFILADO_SHARP	hĩ̵hĩ̵siko
6246	cha'palaachi	d a	AFILADO_SHARP	huber1992/cha'palaachi/AFILADO_SHARP	da
6567	guambiano	tɕ i̵ ɕ	AFILADO_SHARP	huber1992/guambiano/AFILADO_SHARP	tɕi̵ɕ
7036	cuiba	x i j o i	AFILADO_SHARP	huber1992/cuiba/AFILADO_SHARP	xíjoi
7037	cuiba	x u i j o i	AFILADO_SHARP	huber1992/cuiba/AFILADO_SHARP	xuíjoi
7411	carijona	a i n e t ɯ	AFILADO_SHARP	huber1992/carijona/AFILADO_SHARP	ainetɯ
7412	carijona	a i s a k ɯ	AFILADO_SHARP	huber1992/carijona/AFILADO_SHARP	aisakɯ
7809	macuna	o d i	AFILADO_SHARP	huber1992/macuna/AFILADO_SHARP	odi
8190	chimila	ⁿd i k k i	AFILADO_SHARP	huber1992/chimila/AFILADO_SHARP	ⁿdíkki
8626	guayabero	p a b i̵ a ʔ	AFILADO_SHARP	huber1992/guayabero/AFILADO_SHARP	pabí̵aʔ
9038	embera chamí	pʰ e d e a	AFILADO_SHARP	huber1992/embera chamí/AFILADO_SHARP	pʰedéa
9418	carapana	k a o r o	AFILADO_SHARP	huber1992/carapana/AFILADO_SHARP	káóro
9786	curripaco	k e m a i t e	AFILADO_SHARP	huber1992/curripaco/AFILADO_SHARP	kemaite
10146	ika	g eⁱ # a ʔ z i̵ n a	AFILADO_SHARP	huber1992/ika/AFILADO_SHARP	geⁱ aʔzí̵na
10548	catío	pʰ e w e d e a	AFILADO_SHARP	huber1992/catío/AFILADO_SHARP	pʰewedéa
10952	cubeo	h e w i̵ k i̵ r õ	AFILADO_SHARP	huber1992/cubeo/AFILADO_SHARP	hewí̵ki̵rõ
11486	muinane	s i̵ i̵ x e β a n o	AFILADO_SHARP	huber1992/muinane/AFILADO_SHARP	sí̵í̵xéβano
11909	desano	u s i p u	AFILADO_SHARP	huber1992/desano/AFILADO_SHARP	usipu
12279	inga	p i l u	AFILADO_SHARP	huber1992/inga/AFILADO_SHARP	pílu
12645	dí̵mi̵na	a m b i k u m a n i̵ n k a	AFILADO_SHARP	huber1992/dí̵mi̵na/AFILADO_SHARP	ambikumáni̵nka
13010	embera Darién	pʰ e w e ɗ e a	AFILADO_SHARP	huber1992/embera Darién/AFILADO_SHARP	pʰeweɗéa
13336	nukak	ʔ ɛ ʔ	AFILADO_SHARP	huber1992/nukak/AFILADO_SHARP	ʔɛʔ⁴
14007	jitnu	b i̵ r o b i n i̵	AFILADO_SHARP	huber1992/jitnu/AFILADO_SHARP	bi̵róbini̵
14414	koreguaje	h ĩ̵ h i̵ s i̵	AFILADO_SHARP	huber1992/koreguaje/AFILADO_SHARP	hĩ̵hi̵si̵
14834	páez	z e e k u ʔ h n i	AFILADO_SHARP	huber1992/páez/AFILADO_SHARP	zeekuʔhni
15269	kakua	ʔ e e p	AFILADO_SHARP	huber1992/kakua/AFILADO_SHARP	ʔeep³
15725	witoto mi̵ni̵ca	h a i r e d e	AFILADO_SHARP	huber1992/witoto mi̵ni̵ca/AFILADO_SHARP	háirede
16127	kogui	h a u w ə n e	AFILADO_SHARP	huber1992/kogui/AFILADO_SHARP	háuwəne
16551	witoto ni̵pode	h a i r e d e	AFILADO_SHARP	huber1992/witoto ni̵pode/AFILADO_SHARP	haírede
17011	miraña	tsʰ ɯ ʔ h i̵ β a n e	AFILADO_SHARP	huber1992/miraña/AFILADO_SHARP	tsʰɯ́ʔhi̵βáne
17012	miraña	pʰ a tʰ a ʔ h i̵ n ɯ n e	AFILADO_SHARP	huber1992/miraña/AFILADO_SHARP	pʰátʰaʔhí̵nɯ́ne
17411	piratapuyo	s i o	AFILADO_SHARP	huber1992/piratapuyo/AFILADO_SHARP	sio
17824	playero	h i e h a i	AFILADO_SHARP	huber1992/playero/AFILADO_SHARP	híehai
18248	witoto murui	h a i r e d e	AFILADO_SHARP	huber1992/witoto murui/AFILADO_SHARP	hairede
19482	piapoco	k a s e r u n i i r i	AFILADO_SHARP	huber1992/piapoco/AFILADO_SHARP	kaserúníiri
19843	puinave	d e # s ĩ̵ k	AFILADO_SHARP	huber1992/puinave/AFILADO_SHARP	de sĩ̵k
20192	resígaro	ts o ʔ β i i ʔ # ts u	AFILADO_SHARP	huber1992/resígaro/AFILADO_SHARP	tsóʔβiiʔ tsú
20546	sáliba	a h a t a ʔ g a	AFILADO_SHARP	huber1992/sáliba/AFILADO_SHARP	ahataʔga
20547	sáliba	ɸ i h i d a ʔ g a	AFILADO_SHARP	huber1992/sáliba/AFILADO_SHARP	ɸihidaʔga
20548	sáliba	ɸ i h i ʔ d a ʔ g a	AFILADO_SHARP	huber1992/sáliba/AFILADO_SHARP	ɸihiʔdaʔga
20903	siona	s i̵ i	AFILADO_SHARP	huber1992/siona/AFILADO_SHARP	si̵i
21289	siriano	u s i p u	AFILADO_SHARP	huber1992/siriano/AFILADO_SHARP	usípu
21662	tatuyo	o o	AFILADO_SHARP	huber1992/tatuyo/AFILADO_SHARP	oó
22046	tucano	i̵ s o j o h a	AFILADO_SHARP	huber1992/tucano/AFILADO_SHARP	i̵sojohá
22442	embera Tadó	pʰ e ɗ e a	AFILADO_SHARP	huber1992/embera Tadó/AFILADO_SHARP	pʰeɗéa
22833	tanimuca	o p i k a	AFILADO_SHARP	huber1992/tanimuca/AFILADO_SHARP	opika
23188	tunebo central	r u ʔ r a # h i r o	AFILADO_SHARP	huber1992/tunebo central/AFILADO_SHARP	rúʔra híro
23730	tsafiqui pila	t e j a	AFILADO_SHARP	huber1992/tsafiqui pila/AFILADO_SHARP	teja
24037	totoró	k a ts i k	AFILADO_SHARP	huber1992/totoró/AFILADO_SHARP	katsik
24400	tuyuca	a s i j o a	AFILADO_SHARP	huber1992/tuyuca/AFILADO_SHARP	asijóa
24921	waimaja	h c j o h ã j ũ	AFILADO_SHARP	huber1992/waimaja/AFILADO_SHARP	hcjóhãjũ
25386	wounaan	d t e	AFILADO_SHARP	huber1992/wounaan/AFILADO_SHARP	dte
25387	wounaan	i # d t e	AFILADO_SHARP	huber1992/wounaan/AFILADO_SHARP	i dte
25388	wounaan	kʰ e u # m i i	AFILADO_SHARP	huber1992/wounaan/AFILADO_SHARP	kʰeu mii
25784	wanano	s i o	AFILADO_SHARP	huber1992/wanano/AFILADO_SHARP	sio
26301	wayuu	k a s a s i̵	AFILADO_SHARP	huber1992/wayuu/AFILADO_SHARP	kasási̵
26756	yucuna	p u w e ʔ e r u	AFILADO_SHARP	huber1992/yucuna/AFILADO_SHARP	puweʔerú
27092	yukpa	a n e j i̵	AFILADO_SHARP	huber1992/yukpa/AFILADO_SHARP	anéji̵
27476	yurutí	o o r o	AFILADO_SHARP	huber1992/yurutí/AFILADO_SHARP	óoro
27477	yurutí	i̵ s e j o	AFILADO_SHARP	huber1992/yurutí/AFILADO_SHARP	i̵séjo
#
56	kamsá	b u j e ʃ e	AGUA_WATER	huber1992/kamsá/AGUA_WATER	bújeʃe
57	kamsá	b e x a j e	AGUA_WATER	huber1992/kamsá/AGUA_WATER	béxaje
817	baniva	u n i	AGUA_WATER	huber1992/baniva/AGUA_WATER	úni
1300	achagua	ʃ i a t a i	AGUA_WATER	huber1992/achagua/AGUA_WATER	ʃiátai
1684	epena Saija	p a n i a	AGUA_WATER	huber1992/epena Saija/AGUA_WATER	panía
2089	awa	k w a z i	AGUA_WATER	huber1992/awa/AGUA_WATER	kwazi
2472	epena basurudó	p a n i a	AGUA_WATER	huber1992/epena basurudó/AGUA_WATER	panía
2855	bora	n ɯ x pʰ a kʰʲ o	AGUA_WATER	huber1992/bora/AGUA_WATER	nɯ́xpʰakʰʲo
3547	giacone	u u n i	AGUA_WATER	huber1992/giacone/AGUA_WATER	uúni
3852	barí	ʃ i m ə n ə	AGUA_WATER	huber1992/barí/AGUA_WATER	ʃimənə
4135	bará	o k o	AGUA_WATER	huber1992/bará/AGUA_WATER	oko
4532	guahibo	m e: r a:	AGUA_WATER	huber1992/guahibo/AGUA_WATER	mé:ra:
5066	barasana	o k o	AGUA_WATER	huber1992/barasana/AGUA_WATER	okó
5463	cabiyarí	ʔ u u n i	AGUA_WATER	huber1992/cabiyarí/AGUA_WATER	ʔuuni
5606	secoya	o k o	AGUA_WATER	huber1992/secoya/AGUA_WATER	oko
5976	cha'palaachi	p i	AGUA_WATER	huber1992/cha'palaachi/AGUA_WATER	pi
6330	guambiano	p i	AGUA_WATER	huber1992/guambiano/AGUA_WATER	pi
6662	cuiba	m e r a	AGUA_WATER	huber1992/cuiba/AGUA_WATER	méra
7144	carijona	t u n a	AGUA_WATER	huber1992/carijona/AGUA_WATER	tuna
7511	macuna	i d e	AGUA_WATER	huber1992/macuna/AGUA_WATER	ide
7905	chimila	ⁿd i t t a k e ʔ	AGUA_WATER	huber1992/chimila/AGUA_WATER	ⁿdittakeʔ
8283	guayabero	m i n	AGUA_WATER	huber1992/guayabero/AGUA_WATER	min
8727	embera chamí	b a n i a	AGUA_WATER	huber1992/embera chamí/AGUA_WATER	banía
9129	carapana	o k o	AGUA_WATER	huber1992/carapana/AGUA_WATER	óko
9506	curripaco	o o n i	AGUA_WATER	huber1992/curripaco/AGUA_WATER	ooni
9868	ika	ʤ e	AGUA_WATER	huber1992/ika/AGUA_WATER	ʤe
10237	catío	b a n i a	AGUA_WATER	huber1992/catío/AGUA_WATER	bánia
10640	cubeo	o k o	AGUA_WATER	huber1992/cubeo/AGUA_WATER	okó
11055	muinane	ɸ a i ʔ u	AGUA_WATER	huber1992/muinane/AGUA_WATER	ɸaiʔu
11056	muinane	n i̵ ɸ a i ʔ u	AGUA_WATER	huber1992/muinane/AGUA_WATER	ní̵ɸaiʔu
11057	muinane	n i̵ ɸ a i ʔ u	AGUA_WATER	huber1992/muinane/AGUA_WATER	ní̵ɸáíʔu
11601	desano	d e k o	AGUA_WATER	huber1992/desano/AGUA_WATER	dekó
12003	inga	j a k u	AGUA_WATER	huber1992/inga/AGUA_WATER	jáku
12368	dí̵mi̵na	d i r a	AGUA_WATER	huber1992/dí̵mi̵na/AGUA_WATER	dira
12369	dí̵mi̵na	ʤ i r a	AGUA_WATER	huber1992/dí̵mi̵na/AGUA_WATER	ʤíra
12741	embera Darién	b a i d o	AGUA_WATER	huber1992/embera Darién/AGUA_WATER	báido
13091	nukak	k a a n d e	AGUA_WATER	huber1992/nukak/AGUA_WATER	kaan²de¹
13420	jupda	d e h	AGUA_WATER	huber1992/jupda/AGUA_WATER	deh
13730	jitnu	m e n	AGUA_WATER	huber1992/jitnu/AGUA_WATER	men
14094	koreguaje	o kʰ o	AGUA_WATER	huber1992/koreguaje/AGUA_WATER	okʰo
14515	páez	j u ʔ	AGUA_WATER	huber1992/páez/AGUA_WATER	juʔ
14937	kakua	b ã ʔ	AGUA_WATER	huber1992/kakua/AGUA_WATER	bãʔ⁴
15370	witoto mi̵ni̵ca	h a ɯ n o i	AGUA_WATER	huber1992/witoto mi̵ni̵ca/AGUA_WATER	háɯnoi
15825	kogui	n i	AGUA_WATER	huber1992/kogui/AGUA_WATER	ní
16215	witoto ni̵pode	h a ɯ n o i	AGUA_WATER	huber1992/witoto ni̵pode/AGUA_WATER	háɯnoi
16688	miraña	n ɯ h pʰ a kʰʲ o	AGUA_WATER	huber1992/miraña/AGUA_WATER	nɯ́hpʰakʰʲo
