# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	DOCULECT	TOKENS	CONCEPT	QLCID	COUNTERPART
21973	tucano	j ẽ ʔ b ẽ t u r i	HÍGADO_LIVER	huber1992/tucano/HÍGADO_LIVER	jẽʔbẽturí
22371	embera Tadó	tʰ ã r ĩ	HÍGADO_LIVER	huber1992/embera Tadó/HÍGADO_LIVER	tʰãrĩ́
22757	tanimuca	k a ʔ s i a	HÍGADO_LIVER	huber1992/tanimuca/HÍGADO_LIVER	kaʔsia
23121	tunebo central	k u ʔ k u b a	HÍGADO_LIVER	huber1992/tunebo central/HÍGADO_LIVER	kuʔkúba
23351	tariano	p i β i t e p e	HÍGADO_LIVER	huber1992/tariano/HÍGADO_LIVER	piβitépe
23659	tsafiqui pila	h a k e	HÍGADO_LIVER	huber1992/tsafiqui pila/HÍGADO_LIVER	hake
23976	totoró	j a l i̵ m a ɕ	HÍGADO_LIVER	huber1992/totoró/HÍGADO_LIVER	jali̵maɕ
24327	tuyuca	j ẽ b ẽ t u t i	HÍGADO_LIVER	huber1992/tuyuca/HÍGADO_LIVER	jẽbẽtutí
24811	waimaja	j ẽ b ẽ r i t i i	HÍGADO_LIVER	huber1992/waimaja/HÍGADO_LIVER	jẽbẽ́ritíí
24812	waimaja	j ẽ b ẽ r ĩ t i i	HÍGADO_LIVER	huber1992/waimaja/HÍGADO_LIVER	jẽbẽ́rĩtíí
25293	wounaan	h ə	HÍGADO_LIVER	huber1992/wounaan/HÍGADO_LIVER	hə
25708	wanano	j ẽ ʔ b ẽ # t u	HÍGADO_LIVER	huber1992/wanano/HÍGADO_LIVER	jẽʔbẽ tu
26187	wayuu	s i̵ p a n a	HÍGADO_LIVER	huber1992/wayuu/HÍGADO_LIVER	si̵pána
26188	wayuu	s p a n a	HÍGADO_LIVER	huber1992/wayuu/HÍGADO_LIVER	spána
26682	yucuna	p a n a h i	HÍGADO_LIVER	huber1992/yucuna/HÍGADO_LIVER	panáhi
27025	yukpa	i̵ t o ɾ e	HÍGADO_LIVER	huber1992/yukpa/HÍGADO_LIVER	i̵tóɾe
27406	yurutí	j ẽ b ẽ t u t i	HÍGADO_LIVER	huber1992/yurutí/HÍGADO_LIVER	jẽbẽ́tuti
#
1363	achagua	ʧ a m a n a l i	IGUANA_IGUANA	huber1992/achagua/IGUANA_IGUANA	ʧamánali
1754	epena Saija	o pʰ o o	IGUANA_IGUANA	huber1992/epena Saija/IGUANA_IGUANA	opʰóo
2146	awa	p i a i n t i̵	IGUANA_IGUANA	huber1992/awa/IGUANA_IGUANA	piainti̵
2533	epena basurudó	o pʰ o a	IGUANA_IGUANA	huber1992/epena basurudó/IGUANA_IGUANA	opʰóa
2964	bora	m a a nʲ a ʔ o	IGUANA_IGUANA	huber1992/bora/IGUANA_IGUANA	máánʲaʔo
3899	barí	s o b i̵ i̵ n ə	IGUANA_IGUANA	huber1992/barí/IGUANA_IGUANA	sobi̵i̵nə
4203	bará	j u a	IGUANA_IGUANA	huber1992/bará/IGUANA_IGUANA	jua
4624	guahibo	m a t i w i	IGUANA_IGUANA	huber1992/guahibo/IGUANA_IGUANA	matíwi
5133	barasana	j u a	IGUANA_IGUANA	huber1992/barasana/IGUANA_IGUANA	jua
6036	cha'palaachi	a r a h p i	IGUANA_IGUANA	huber1992/cha'palaachi/IGUANA_IGUANA	arahpi
6374	guambiano	k a r u n c h i	IGUANA_IGUANA	huber1992/guambiano/IGUANA_IGUANA	karunchi
6741	cuiba	m a ts i w i	IGUANA_IGUANA	huber1992/cuiba/IGUANA_IGUANA	matsíwi
7575	macuna	j u a b o r o	IGUANA_IGUANA	huber1992/macuna/IGUANA_IGUANA	juaboro
7961	chimila	l i i m u t t u	IGUANA_IGUANA	huber1992/chimila/IGUANA_IGUANA	liimúttu
8360	guayabero	m a t i w	IGUANA_IGUANA	huber1992/guayabero/IGUANA_IGUANA	matíw
8795	embera chamí	o pʰ o a	IGUANA_IGUANA	huber1992/embera chamí/IGUANA_IGUANA	opʰóa
9193	carapana	j u w i̵ h o o	IGUANA_IGUANA	huber1992/carapana/IGUANA_IGUANA	júwí̵hóo
9571	curripaco	d o o p o	IGUANA_IGUANA	huber1992/curripaco/IGUANA_IGUANA	doopo
9919	ika	i w a n i̵	IGUANA_IGUANA	huber1992/ika/IGUANA_IGUANA	iwáni̵
10310	catío	o pʰ o g a	IGUANA_IGUANA	huber1992/catío/IGUANA_IGUANA	opʰogá
10711	cubeo	ʧ a b ã ĩ # d u p u	IGUANA_IGUANA	huber1992/cubeo/IGUANA_IGUANA	ʧabã́ĩ dúpu
11145	muinane	m a a ɲ a ʔ u	IGUANA_IGUANA	huber1992/muinane/IGUANA_IGUANA	mááɲáʔu
11146	muinane	x u u ʧ a i ʔ i	IGUANA_IGUANA	huber1992/muinane/IGUANA_IGUANA	xúúʧáíʔi
11674	desano	j o a s õ	IGUANA_IGUANA	huber1992/desano/IGUANA_IGUANA	joasṍ
12426	dí̵mi̵na	m i̵ s a	IGUANA_IGUANA	huber1992/dí̵mi̵na/IGUANA_IGUANA	mi̵sa
12810	embera Darién	o pʰ o g a	IGUANA_IGUANA	huber1992/embera Darién/IGUANA_IGUANA	opʰogá
13796	jitnu	m a t i	IGUANA_IGUANA	huber1992/jitnu/IGUANA_IGUANA	matí
14162	koreguaje	kʰ e ʤ o	IGUANA_IGUANA	huber1992/koreguaje/IGUANA_IGUANA	kʰᵘeʤo
15011	kakua	b ã j a	IGUANA_IGUANA	huber1992/kakua/IGUANA_IGUANA	bãja⁴
15448	witoto mi̵ni̵ca	k u e m a	IGUANA_IGUANA	huber1992/witoto mi̵ni̵ca/IGUANA_IGUANA	kúema
15892	kogui	m ə ts a	IGUANA_IGUANA	huber1992/kogui/IGUANA_IGUANA	mə́tsa
16289	witoto ni̵pode	k u e m a	IGUANA_IGUANA	huber1992/witoto ni̵pode/IGUANA_IGUANA	kúema
16757	miraña	m a a ɲ a ʔ o	IGUANA_IGUANA	huber1992/miraña/IGUANA_IGUANA	mááɲaʔo
17181	piratapuyo	j o a # s õ	IGUANA_IGUANA	huber1992/piratapuyo/IGUANA_IGUANA	joa sõ
17583	playero	m a t i w i	IGUANA_IGUANA	huber1992/playero/IGUANA_IGUANA	matíwi
18001	witoto murui	k u e m a	IGUANA_IGUANA	huber1992/witoto murui/IGUANA_IGUANA	kuema
18441	ocaina	m a a ɲ̥ a ʔ o	IGUANA_IGUANA	huber1992/ocaina/IGUANA_IGUANA	mááɲ̥àʔo
18892	orejón	b ĩ̵ ĩ b i̵	IGUANA_IGUANA	huber1992/orejón/IGUANA_IGUANA	bĩ̵ĩbi̵
19206	piapoco	ʧ a m a n a l i	IGUANA_IGUANA	huber1992/piapoco/IGUANA_IGUANA	ʧàmanàli
19633	puinave	d a m a n a	IGUANA_IGUANA	huber1992/puinave/IGUANA_IGUANA	damana
19984	resígaro	m a a ɲ a ʔ o	IGUANA_IGUANA	huber1992/resígaro/IGUANA_IGUANA	maaɲáʔo
20334	sáliba	h u w a ʔ g a	IGUANA_IGUANA	huber1992/sáliba/IGUANA_IGUANA	huwaʔga
20699	siona	b i̵ e w i̵	IGUANA_IGUANA	huber1992/siona/IGUANA_IGUANA	bi̵ewi̵
21060	siriano	ẽ r ẽ j o a	IGUANA_IGUANA	huber1992/siriano/IGUANA_IGUANA	ẽrẽ́jóá
21441	tatuyo	j u w i̵ h o o	IGUANA_IGUANA	huber1992/tatuyo/IGUANA_IGUANA	júwí̵hóo
21818	tucano	j o a s õ	IGUANA_IGUANA	huber1992/tucano/IGUANA_IGUANA	joasṍ
22222	embera Tadó	o pʰ o a	IGUANA_IGUANA	huber1992/embera Tadó/IGUANA_IGUANA	opʰóa
22600	tanimuca	j u a d ã k a	IGUANA_IGUANA	huber1992/tanimuca/IGUANA_IGUANA	juadãka
23514	tsafiqui pila	m a t a r a	IGUANA_IGUANA	huber1992/tsafiqui pila/IGUANA_IGUANA	matara
24178	tuyuca	j u a s õ	IGUANA_IGUANA	huber1992/tuyuca/IGUANA_IGUANA	juasṍ
24596	waimaja	j u a h o	IGUANA_IGUANA	huber1992/waimaja/IGUANA_IGUANA	juáho
24597	waimaja	j u a # i̵ h o	IGUANA_IGUANA	huber1992/waimaja/IGUANA_IGUANA	juá í̵ho
25115	wounaan	ʊ pʰ ʊ g	IGUANA_IGUANA	huber1992/wounaan/IGUANA_IGUANA	ʊpʰʊg
25557	wanano	j o a # s o	IGUANA_IGUANA	huber1992/wanano/IGUANA_IGUANA	joa so
25973	wayuu	i w a n a	IGUANA_IGUANA	huber1992/wayuu/IGUANA_IGUANA	iwána
26891	yukpa	a j a m a k a	IGUANA_IGUANA	huber1992/yukpa/IGUANA_IGUANA	ajámaka
27249	yurutí	j u a s o	IGUANA_IGUANA	huber1992/yurutí/IGUANA_IGUANA	juaso
#
239	kamsá	ʧ u n ʧ u lʲ i̵ x u a n g a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/kamsá/INTESTĨNOS, TRIPAS_INTESTINES	ʧunʧulʲi̵xuangá
1466	achagua	i j a k u a a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/achagua/INTESTĨNOS, TRIPAS_INTESTINES	íjakuaa
1894	epena Saija	h ĩ̵ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/epena Saija/INTESTĨNOS, TRIPAS_INTESTINES	hĩ̵́sĩ
2273	awa	p i̵ t i̵ t	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/awa/INTESTĨNOS, TRIPAS_INTESTINES	pi̵ti̵t
2656	epena basurudó	h ĩ̵ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/epena basurudó/INTESTĨNOS, TRIPAS_INTESTINES	hĩ̵sĩ́
3193	bora	i ʔ p a ɯ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/bora/INTESTĨNOS, TRIPAS_INTESTINES	iʔpaɯ́
3194	bora	m e ʔ p a ɯ ɯ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/bora/INTESTĨNOS, TRIPAS_INTESTINES	méʔpáɯɯ́
3692	giacone	u e h e p i p i k a p e r i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/giacone/INTESTĨNOS, TRIPAS_INTESTINES	uehepipikáperi
3981	barí	ʔ a j ʃ i i r ə	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/barí/INTESTĨNOS, TRIPAS_INTESTINES	ʔajʃiirə
4333	bará	i̵ t a # b ĩ h ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/bará/INTESTĨNOS, TRIPAS_INTESTINES	i̵tá bĩhĩ
4799	guahibo	p i̵: n i̵	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/guahibo/INTESTĨNOS, TRIPAS_INTESTINES	pí̵:ni̵
5278	barasana	g i̵ d a b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/barasana/INTESTĨNOS, TRIPAS_INTESTINES	gi̵dábĩ́sĩ́
5785	secoya	ũ t a m ẽ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/secoya/INTESTĨNOS, TRIPAS_INTESTINES	ũtamẽ
6151	cha'palaachi	p e ʃ i lʲ i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/cha'palaachi/INTESTĨNOS, TRIPAS_INTESTINES	peʃilʲi
6480	guambiano	p i̵ i ts i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/guambiano/INTESTĨNOS, TRIPAS_INTESTINES	pi̵itsi
6903	cuiba	p i̵ n i̵	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/cuiba/INTESTĨNOS, TRIPAS_INTESTINES	pí̵ni̵
7330	carijona	i w a ʃ i m i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/carijona/INTESTĨNOS, TRIPAS_INTESTINES	iwaʃimi
7708	macuna	g i̵ d a # b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/macuna/INTESTĨNOS, TRIPAS_INTESTINES	gi̵da bĩsĩ
8085	chimila	k u t t i k u e e r i n i ʔ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/chimila/INTESTĨNOS, TRIPAS_INTESTINES	kúttikuéeriniʔ
8514	guayabero	p e h # ʔ i̵ l	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/guayabero/INTESTĨNOS, TRIPAS_INTESTINES	peh ʔí̵l
8938	embera chamí	h ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/embera chamí/INTESTĨNOS, TRIPAS_INTESTINES	hĩ́sĩ
9321	carapana	i̵ t a # b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/carapana/INTESTĨNOS, TRIPAS_INTESTINES	i̵ta bĩ́sĩ́
9695	curripaco	n o ʃ a p i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/curripaco/INTESTĨNOS, TRIPAS_INTESTINES	noʃapi
10034	ika	g a s i r o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/ika/INTESTĨNOS, TRIPAS_INTESTINES	gasíro
10441	catío	h ĩ̵ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/catío/INTESTĨNOS, TRIPAS_INTESTINES	hĩ̵sĩ́
10848	cubeo	k i̵ r a b ẽ ã	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/cubeo/INTESTĨNOS, TRIPAS_INTESTINES	ki̵rábẽã
11331	muinane	i i b a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/muinane/INTESTĨNOS, TRIPAS_INTESTINES	íiba
11332	muinane	i i b a n o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/muinane/INTESTĨNOS, TRIPAS_INTESTINES	ííbano
11802	desano	g i̵ r a # b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/desano/INTESTĨNOS, TRIPAS_INTESTINES	gí̵ra bĩsĩ́
12181	inga	ʧ u n ts u lʲ u	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/inga/INTESTĨNOS, TRIPAS_INTESTINES	ʧuntsúlʲu
12549	dí̵mi̵na	g a ʒ i n a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/dí̵mi̵na/INTESTĨNOS, TRIPAS_INTESTINES	gaʒina
12921	embera Darién	h ĩ̵ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/embera Darién/INTESTĨNOS, TRIPAS_INTESTINES	hĩ̵sĩ́
13249	nukak	p a a n a t t ã ã ʔ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/nukak/INTESTĨNOS, TRIPAS_INTESTINES	paan²at¹tããʔ²
13580	jupda	t o k # k o d ã d	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/jupda/INTESTĨNOS, TRIPAS_INTESTINES	tok kodãd
13915	jitnu	p e k u i t i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/jitnu/INTESTĨNOS, TRIPAS_INTESTINES	pekuíti
14299	koreguaje	k i̵ tʰ a tʰ i̵ o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/koreguaje/INTESTĨNOS, TRIPAS_INTESTINES	ki̵tʰatʰi̵o
14719	páez	m e e t u ʔ h	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/páez/INTESTĨNOS, TRIPAS_INTESTINES	meetuʔh
15162	kakua	h õ d o p # t õ p	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/kakua/INTESTĨNOS, TRIPAS_INTESTINES	hõdop³ tõp⁴
15605	witoto mi̵ni̵ca	h e b e o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/witoto mi̵ni̵ca/INTESTĨNOS, TRIPAS_INTESTINES	hébeo
16021	kogui	g ə n u k ʃ a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/kogui/INTESTĨNOS, TRIPAS_INTESTINES	gənúkʃa
16443	witoto ni̵pode	h e b e o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/witoto ni̵pode/INTESTĨNOS, TRIPAS_INTESTINES	hébeo
16901	miraña	i̵ i̵ p ɯ kʷ a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/miraña/INTESTĨNOS, TRIPAS_INTESTINES	í̵í̵pɯkʷa
17303	piratapuyo	k i̵ ʔ t a # b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/piratapuyo/INTESTĨNOS, TRIPAS_INTESTINES	ki̵ʔta bĩsĩ
17725	playero	p e i̵ n i̵	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/playero/INTESTĨNOS, TRIPAS_INTESTINES	peí̵ni̵
18141	witoto murui	h e b e o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/witoto murui/INTESTĨNOS, TRIPAS_INTESTINES	hebeo
18142	witoto murui	h e b e g o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/witoto murui/INTESTĨNOS, TRIPAS_INTESTINES	hebego
18614	ocaina	m a ɲ i i k o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/ocaina/INTESTĨNOS, TRIPAS_INTESTINES	maɲííko
18974	orejón	ĩ̵ t a # t i̵ o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/orejón/INTESTĨNOS, TRIPAS_INTESTINES	ĩ̵ta ti̵o
19352	piapoco	w a j a p i k u a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/piapoco/INTESTĨNOS, TRIPAS_INTESTINES	wàjapikúa
20100	resígaro	i i ʔ ʃ a k o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/resígaro/INTESTĨNOS, TRIPAS_INTESTINES	iiʔʃákó
20450	sáliba	i t e b o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/sáliba/INTESTĨNOS, TRIPAS_INTESTINES	itebo
20451	sáliba	i t e ʔ o	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/sáliba/INTESTĨNOS, TRIPAS_INTESTINES	iteʔo
20808	siona	g i̵ t a # t u ʔ u	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/siona/INTESTĨNOS, TRIPAS_INTESTINES	gi̵ta tuʔu
21187	siriano	g i̵ r a ʔ b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/siriano/INTESTĨNOS, TRIPAS_INTESTINES	gi̵raʔbĩ́sĩ
21565	tatuyo	i̵ t a # b ĩ h ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/tatuyo/INTESTĨNOS, TRIPAS_INTESTINES	i̵ta bĩhĩ
21945	tucano	i̵ ʔ t a b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/tucano/INTESTĨNOS, TRIPAS_INTESTINES	i̵ʔtabĩsĩ́
22354	embera Tadó	h ĩ̵ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/embera Tadó/INTESTĨNOS, TRIPAS_INTESTINES	hĩ̵sĩ́
22731	tanimuca	i t a p i s i a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/tanimuca/INTESTĨNOS, TRIPAS_INTESTINES	itapisia
23092	tunebo central	b u c ʃ i r a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/tunebo central/INTESTĨNOS, TRIPAS_INTESTINES	bucʃíra
23339	tariano	m a n i k a # k o ʔ e t e	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/tariano/INTESTĨNOS, TRIPAS_INTESTINES	manika koʔete
23630	tsafiqui pila	p e s i l i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/tsafiqui pila/INTESTĨNOS, TRIPAS_INTESTINES	pesili
23950	totoró	p i ts i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/totoró/INTESTĨNOS, TRIPAS_INTESTINES	pitsi
24299	tuyuca	k i̵ t a b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/tuyuca/INTESTĨNOS, TRIPAS_INTESTINES	ki̵tábĩsĩ
24765	waimaja	i̵ t a # b ĩ h ĩ̵ d a a	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/waimaja/INTESTĨNOS, TRIPAS_INTESTINES	i̵tá bĩhĩ̵́daa
25263	wounaan	h ə	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/wounaan/INTESTĨNOS, TRIPAS_INTESTINES	hə
25681	wanano	t i̵ # b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/wanano/INTESTĨNOS, TRIPAS_INTESTINES	ti̵ bĩsĩ
26155	wayuu	w a j i̵ i̵ l a i n	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/wayuu/INTESTĨNOS, TRIPAS_INTESTINES	wají̵i̵lain
26651	yucuna	i ʔ i h ɲ e p i ʧ i h i	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/yucuna/INTESTĨNOS, TRIPAS_INTESTINES	iʔihɲepiʧíhi
27378	yurutí	k i̵ t ã b ĩ s ĩ	INTESTĨNOS, TRIPAS_INTESTINES	huber1992/yurutí/INTESTĨNOS, TRIPAS_INTESTINES	ki̵tã́bĩsĩ
#
1302	achagua	w o w a i	ISLA_ISLAND	huber1992/achagua/ISLA_ISLAND	wówai
1686	epena Saija	t o # n e ɾ ã	ISLA_ISLAND	huber1992/epena Saija/ISLA_ISLAND	to néɾã
2474	epena basurudó	t o # n e ɾ a	ISLA_ISLAND	huber1992/epena basurudó/ISLA_ISLAND	to néɾa
2858	bora	kʰ a a pʰ a ʔ o	ISLA_ISLAND	huber1992/bora/ISLA_ISLAND	kʰaapʰáʔo
2859	bora	kʰ a a tsʰ i	ISLA_ISLAND	huber1992/bora/ISLA_ISLAND	kʰaátsʰi
3548	giacone	k e e u e r e	ISLA_ISLAND	huber1992/giacone/ISLA_ISLAND	keéuere
3854	barí	a j g k o k b a ɾ i n ə	ISLA_ISLAND	huber1992/barí/ISLA_ISLAND	ajgkokbaɾinə
4137	bará	d ĩ̵ k ĩ̵ r õ	ISLA_ISLAND	huber1992/bará/ISLA_ISLAND	dĩ̵kĩ̵rõ
4535	guahibo	p e t u: n a e t o	ISLA_ISLAND	huber1992/guahibo/ISLA_ISLAND	petu:náeto
5068	barasana	j u t i o j o a	ISLA_ISLAND	huber1992/barasana/ISLA_ISLAND	jutíojoa
5608	secoya	s a o d o w i̵	ISLA_ISLAND	huber1992/secoya/ISLA_ISLAND	saodowi̵
5978	cha'palaachi	i ʃ l a	ISLA_ISLAND	huber1992/cha'palaachi/ISLA_ISLAND	iʃla
6664	cuiba	p e t u n a e t o	ISLA_ISLAND	huber1992/cuiba/ISLA_ISLAND	petunáeto
7146	carijona	a m o t a r ɯ	ISLA_ISLAND	huber1992/carijona/ISLA_ISLAND	amotarɯ
7513	macuna	r u h a j o g a	ISLA_ISLAND	huber1992/macuna/ISLA_ISLAND	ruhajoga
8286	guayabero	t a n a e t	ISLA_ISLAND	huber1992/guayabero/ISLA_ISLAND	tanáet
8729	embera chamí	d o # n e ɾ ã	ISLA_ISLAND	huber1992/embera chamí/ISLA_ISLAND	do néɾã
9131	carapana	j u k i̵ # p o a	ISLA_ISLAND	huber1992/carapana/ISLA_ISLAND	júkí̵ póa
9508	curripaco	k a d o n o l i	ISLA_ISLAND	huber1992/curripaco/ISLA_ISLAND	kadonoli
10239	catío	d o d u	ISLA_ISLAND	huber1992/catío/ISLA_ISLAND	dodú
10642	cubeo	h i a w i̵	ISLA_ISLAND	huber1992/cubeo/ISLA_ISLAND	hiáwi̵
11060	muinane	ʧ u g a i	ISLA_ISLAND	huber1992/muinane/ISLA_ISLAND	ʧúgai
11603	desano	d ĩ̵ g ĩ̵ r õ	ISLA_ISLAND	huber1992/desano/ISLA_ISLAND	dĩ̵gĩ̵́rõ
12743	embera Darién	d o # n e r ã	ISLA_ISLAND	huber1992/embera Darién/ISLA_ISLAND	do nerã́
13422	jupda	p o d	ISLA_ISLAND	huber1992/jupda/ISLA_ISLAND	pod
14096	koreguaje	h u u p o	ISLA_ISLAND	huber1992/koreguaje/ISLA_ISLAND	huupo
14517	páez	ĩ k h # p j ã h t e # k i w e	ISLA_ISLAND	huber1992/páez/ISLA_ISLAND	ĩkh pjãhte kiwe
14939	kakua	k e w a	ISLA_ISLAND	huber1992/kakua/ISLA_ISLAND	kewa⁴
15373	witoto mi̵ni̵ca	u i a θ i	ISLA_ISLAND	huber1992/witoto mi̵ni̵ca/ISLA_ISLAND	uiáθi
16217	witoto ni̵pode	u i a t i	ISLA_ISLAND	huber1992/witoto ni̵pode/ISLA_ISLAND	uiáti
16690	miraña	tʰ o kʷ a a	ISLA_ISLAND	huber1992/miraña/ISLA_ISLAND	tʰókʷaá
17115	piratapuyo	d ĩ̵ k ĩ̵ õ	ISLA_ISLAND	huber1992/piratapuyo/ISLA_ISLAND	dĩ̵kĩ̵õ
17517	playero	p e t u n e t o	ISLA_ISLAND	huber1992/playero/ISLA_ISLAND	petunéto
17923	witoto murui	u i a θ i	ISLA_ISLAND	huber1992/witoto murui/ISLA_ISLAND	uiaθi
17924	witoto murui	m a i ʤ o k ɯ	ISLA_ISLAND	huber1992/witoto murui/ISLA_ISLAND	maiʤokɯ
18355	ocaina	o o ʔ ʃ o n̥ a	ISLA_ISLAND	huber1992/ocaina/ISLA_ISLAND	óóʔʃon̥a
18837	orejón	h u d i b i̵	ISLA_ISLAND	huber1992/orejón/ISLA_ISLAND	hudibi̵
19138	piapoco	i w a w a t a	ISLA_ISLAND	huber1992/piapoco/ISLA_ISLAND	iwàwata
19576	puinave	i p õ m	ISLA_ISLAND	huber1992/puinave/ISLA_ISLAND	ipõm
19924	resígaro	t e tʲ o i	ISLA_ISLAND	huber1992/resígaro/ISLA_ISLAND	tétʲoí
20280	sáliba	õ g u x u	ISLA_ISLAND	huber1992/sáliba/ISLA_ISLAND	õguxu
20639	siona	h u b o	ISLA_ISLAND	huber1992/siona/ISLA_ISLAND	hubo
20993	siriano	d ĩ̵ g ĩ̵ r õ	ISLA_ISLAND	huber1992/siriano/ISLA_ISLAND	dĩ̵gĩ̵́rṍ
21379	tatuyo	j u k ĩ̵ # p o a	ISLA_ISLAND	huber1992/tatuyo/ISLA_ISLAND	júkĩ̵́ póa
21753	tucano	d ĩ̵ k ĩ̵ r õ	ISLA_ISLAND	huber1992/tucano/ISLA_ISLAND	dĩ̵kĩ̵́rõ
22148	embera Tadó	d o # h u a # n e ɾ ã	ISLA_ISLAND	huber1992/embera Tadó/ISLA_ISLAND	do húa néɾã
22535	tanimuca	h u b ũ r i k a	ISLA_ISLAND	huber1992/tanimuca/ISLA_ISLAND	hubũrika
22928	tunebo central	r i ʔ t a s a r a	ISLA_ISLAND	huber1992/tunebo central/ISLA_ISLAND	riʔtásara
23453	tsafiqui pila	p i s a	ISLA_ISLAND	huber1992/tsafiqui pila/ISLA_ISLAND	pisa
24115	tuyuca	d ĩ̵ k ĩ̵ r õ	ISLA_ISLAND	huber1992/tuyuca/ISLA_ISLAND	dĩ̵kĩ̵rṍ
24506	waimaja	j u k i̵ # p o o g a	ISLA_ISLAND	huber1992/waimaja/ISLA_ISLAND	jukí̵ pooga
25042	wounaan	d ʊ # n e e ɾ	ISLA_ISLAND	huber1992/wounaan/ISLA_ISLAND	dʊ neeɾ
25488	wanano	d ĩ̵ k õ	ISLA_ISLAND	huber1992/wanano/ISLA_ISLAND	dĩ̵kõ
26440	yucuna	p a r a n a k u w a	ISLA_ISLAND	huber1992/yucuna/ISLA_ISLAND	paranákuwa
