# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	QLCID	CONCEPT	COUNTERPART	DOCULECT	TOKENS
9536	huber1992/curripaco/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	bako	curripaco	b a k o
9897	huber1992/ika/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	kənkáwi̵	ika	k ə n k á w i̵
10275	huber1992/catío/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	bugé	catío	b u g é
10677	huber1992/cubeo/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	dobáríwe	cubeo	d o b á r í w e
11106	huber1992/muinane/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	íkaga	muinane	í k a g a
11635	huber1992/desano/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	doárijẽ	desano	d o á r i j ẽ
12030	huber1992/inga/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	tjaridíru	inga	t j a r i d í r u
12397	huber1992/dí̵mi̵na/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ki̵nogwa	dí̵mi̵na	k i̵ n o g w a
12778	huber1992/embera Darién/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ãpugé	embera Darién	ã p u g é
13121	huber1992/nukak/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	wi̵i̵²jah⁴at¹	nukak	w i̵ i̵ ² j a h ⁴ a t ¹
13448	huber1992/jupda/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	kəd	jupda	k ə d
13762	huber1992/jitnu/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	hálne	jitnu	h á l n e
14129	huber1992/koreguaje/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ɲuʔisaiβi̵	koreguaje	ɲ u ʔ i s a i β i̵
14550	huber1992/páez/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	pagu	páez	p a g u
14973	huber1992/kakua/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ʧi̵d² at⁴ paʔa²	kakua	ʧ i̵ d ² # a t ⁴ # p a ʔ a ²
14974	huber1992/kakua/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	lãtʧi²	kakua	l ã t ʧ i ²
15408	huber1992/witoto mi̵ni̵ca/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ráɯirabɯkɯ	witoto mi̵ni̵ca	r á ɯ i r a b ɯ k ɯ
15857	huber1992/kogui/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	kəldoxá	kogui	k ə l d o x á
16248	huber1992/witoto ni̵pode/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ráɯirabɯkɯ	witoto ni̵pode	r á ɯ i r a b ɯ k ɯ
16722	huber1992/miraña/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	íhakʷa	miraña	í h a k ʷ a
17148	huber1992/piratapuyo/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	duhiri saʔrĩdõ	piratapuyo	d u h i r i # s a ʔ r ĩ d õ
17544	huber1992/playero/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	peekéwa	playero	p e e k é w a
17962	huber1992/witoto murui/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	raɯrako	witoto murui	r a ɯ r a k o
18402	huber1992/ocaina/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	bijɲirááβoho	ocaina	b i j ɲ i r á á β o h o
18403	huber1992/ocaina/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	biiɲirááko	ocaina	b i i ɲ i r á á k o
18863	huber1992/orejón/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	jũĩ seu	orejón	j ũ ĩ # s e u
19169	huber1992/piapoco/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	jàalubáisi	piapoco	j à a l u b á i s i
19603	huber1992/puinave/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	buɲku	puinave	b u ɲ k u
19952	huber1992/resígaro/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	iʔtsʰoótsigú	resígaro	i ʔ t s ʰ o ó t s i g ú
20304	huber1992/sáliba/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	hĩgoxòode	sáliba	h ĩ g o x ò o d e
20665	huber1992/siona/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	jũti seiwi̵	siona	j ũ t i # s e i w i̵
21024	huber1992/siriano/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	doáripẽrõ	siriano	d o á r i p ẽ r õ
21408	huber1992/tatuyo/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ruíríkapãĩ	tatuyo	r u í r í k a p ã ĩ
21783	huber1992/tucano/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	duhiró	tucano	d u h i r ó
22182	huber1992/embera Tadó/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ãkʰáu	embera Tadó	ã k ʰ á u
22566	huber1992/tanimuca/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ruparũkia	tanimuca	r u p a r ũ k i a
22958	huber1992/tunebo central/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	bánkoa	tunebo central	b á n k o a
23481	huber1992/tsafiqui pila/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	tsudinun	tsafiqui pila	t s u d i n u n
23839	huber1992/totoró/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	paŋko	totoró	p a ŋ k o
24145	huber1992/tuyuca/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	duiró	tuyuca	d u i r ó
24819	huber1992/waimaja/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	juwírikáro	waimaja	j u w í r i k á r o
24820	huber1992/waimaja/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	juírikáro	waimaja	j u í r i k á r o
24821	huber1992/waimaja/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	kṹbṹró	waimaja	k ṹ b ṹ r ó
25077	huber1992/wounaan/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	kʰu huuphem	wounaan	k ʰ u # h u u p h e m
25078	huber1992/wounaan/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	pʊɾkʰau	wounaan	p ʊ ɾ k ʰ a u
25522	huber1992/wanano/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	duhiripaʔta	wanano	d u h i r i p a ʔ t a
25933	huber1992/wayuu/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	wánkeeta	wayuu	w á n k e e t a
25934	huber1992/wayuu/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	tulú	wayuu	t u l ú
26471	huber1992/yucuna/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ɲákaʔahori	yucuna	ɲ á k a ʔ a h o r i
26864	huber1992/yukpa/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	ji̵kóra	yukpa	j i̵ k ó r a
27218	huber1992/yurutí/BANCO_SEAT, STOOL	BANCO_SEAT, STOOL	duíripĩrõ	yurutí	d u í r i p ĩ r õ
#
14	huber1992/kamsá/BARBA_BEARD	BARBA_BEARD	wangi̵tsboboʃí̵xua	kamsá	w a n g i̵ t s b o b o ʃ í̵ x u a
394	huber1992/Español/BARBA_BEARD	BARBA_BEARD	barba	Español	b a r b a
888	huber1992/English/BARBA_BEARD	BARBA_BEARD	beard	English	b e a r d
1265	huber1992/achagua/BARBA_BEARD	BARBA_BEARD	ʃinuma	achagua	ʃ i n u m a
1642	huber1992/epena Saija/BARBA_BEARD	BARBA_BEARD	idakʰáɾa	epena Saija	i d a k ʰ á ɾ a
2052	huber1992/awa/BARBA_BEARD	BARBA_BEARD	piraʃ	awa	p i r a ʃ
2439	huber1992/epena basurudó/BARBA_BEARD	BARBA_BEARD	uɾikʰáɾa	epena basurudó	u ɾ i k ʰ á ɾ a
2791	huber1992/bora/BARBA_BEARD	BARBA_BEARD	ɯ́xkʰaʔe	bora	ɯ́ x k ʰ a ʔ e
3512	huber1992/giacone/BARBA_BEARD	BARBA_BEARD	uaatsinuma	giacone	u a a t s i n u m a
3817	huber1992/barí/BARBA_BEARD	BARBA_BEARD	kagaʧirə	barí	k a g a ʧ i r ə
4098	huber1992/bará/BARBA_BEARD	BARBA_BEARD	i̵hepoa	bará	i̵ h e p o a
4486	huber1992/guahibo/BARBA_BEARD	BARBA_BEARD	pebí̵xi̵pina:	guahibo	p e b í̵ x i̵ p i n a :
5025	huber1992/barasana/BARBA_BEARD	BARBA_BEARD	risé tí̵ hóá	barasana	r i s é # t í̵ # h ó á
5572	huber1992/secoya/BARBA_BEARD	BARBA_BEARD	sewi̵	secoya	s e w i̵
5941	huber1992/cha'palaachi/BARBA_BEARD	BARBA_BEARD	tʲaipu	cha'palaachi	t ʲ a i p u
6294	huber1992/guambiano/BARBA_BEARD	BARBA_BEARD	miliisik	guambiano	m i l i i s i k
6615	huber1992/cuiba/BARBA_BEARD	BARBA_BEARD	peopína	cuiba	p e o p í n a
7106	huber1992/carijona/BARBA_BEARD	BARBA_BEARD	eetiho	carijona	e e t i h o
7107	huber1992/carijona/BARBA_BEARD	BARBA_BEARD	etihote	carijona	e t i h o t e
7471	huber1992/macuna/BARBA_BEARD	BARBA_BEARD	rise ti̵ hoa	macuna	r i s e # t i̵ # h o a
7868	huber1992/chimila/BARBA_BEARD	BARBA_BEARD	ónsottoʔ	chimila	ó n s o t t o ʔ
8244	huber1992/guayabero/BARBA_BEARD	BARBA_BEARD	peh bi̵axlá	guayabero	p e h # b i̵ a x l á
9078	huber1992/embera chamí/BARBA_BEARD	BARBA_BEARD	iɾakˣáɾa	embera chamí	i ɾ a k ˣ á ɾ a
9091	huber1992/carapana/BARBA_BEARD	BARBA_BEARD	risé poa	carapana	r i s é # p o a
9470	huber1992/curripaco/BARBA_BEARD	BARBA_BEARD	noʃinoma	curripaco	n o ʃ i n o m a
9835	huber1992/ika/BARBA_BEARD	BARBA_BEARD	únti̵	ika	ú n t i̵
10195	huber1992/catío/BARBA_BEARD	BARBA_BEARD	ikʰaɾá	catío	i k ʰ a ɾ á
10601	huber1992/cubeo/BARBA_BEARD	BARBA_BEARD	hewí̵bo	cubeo	h e w í̵ b o
11011	huber1992/muinane/BARBA_BEARD	BARBA_BEARD	xí̵kkoʔai	muinane	x í̵ k k o ʔ a i
11565	huber1992/desano/BARBA_BEARD	BARBA_BEARD	disíka poári	desano	d i s í k a # p o á r i
11964	huber1992/inga/BARBA_BEARD	BARBA_BEARD	bárba	inga	b á r b a
12330	huber1992/dí̵mi̵na/BARBA_BEARD	BARBA_BEARD	uruʃa unzamara	dí̵mi̵na	u r u ʃ a # u n z a m a r a
12695	huber1992/embera Darién/BARBA_BEARD	BARBA_BEARD	ikʰaɾá	embera Darién	i k ʰ a ɾ á
13057	huber1992/nukak/BARBA_BEARD	BARBA_BEARD	mãũ²pa⁴ ʧẽĩ³	nukak	m ã ũ ² p a ⁴ # ʧ ẽ ĩ ³
13385	huber1992/jupda/BARBA_BEARD	BARBA_BEARD	nõh ʧug	jupda	n õ h # ʧ u g
13691	huber1992/jitnu/BARBA_BEARD	BARBA_BEARD	pebi̵knát	jitnu	p e b i̵ k n á t
14057	huber1992/koreguaje/BARBA_BEARD	BARBA_BEARD	seewi̵	koreguaje	s e e w i̵
14475	huber1992/páez/BARBA_BEARD	BARBA_BEARD	juwe khas	páez	j u w e # k h a s
14894	huber1992/kakua/BARBA_BEARD	BARBA_BEARD	hak⁴ jok³	kakua	h a k ⁴ # j o k ³
15325	huber1992/witoto mi̵ni̵ca/BARBA_BEARD	BARBA_BEARD	aimákɯ	witoto mi̵ni̵ca	a i m á k ɯ
15786	huber1992/kogui/BARBA_BEARD	BARBA_BEARD	huasá	kogui	h u a s á
16178	huber1992/witoto ni̵pode/BARBA_BEARD	BARBA_BEARD	aimákɯ	witoto ni̵pode	a i m á k ɯ
16625	huber1992/miraña/BARBA_BEARD	BARBA_BEARD	ɯ́hkʰaʔa	miraña	ɯ́ h k ʰ a ʔ a
16626	huber1992/miraña/BARBA_BEARD	BARBA_BEARD	íɯ́hkʰáʔa	miraña	í ɯ́ h k ʰ á ʔ a
17076	huber1992/piratapuyo/BARBA_BEARD	BARBA_BEARD	di̵se poari	piratapuyo	d i̵ s e # p o a r i
17470	huber1992/playero/BARBA_BEARD	BARBA_BEARD	pebúxupináto	playero	p e b ú x u p i n á t o
17471	huber1992/playero/BARBA_BEARD	BARBA_BEARD	pcbuxupína húna	playero	p c b u x u p í n a # h ú n a
17879	huber1992/witoto murui/BARBA_BEARD	BARBA_BEARD	aimakɯ	witoto murui	a i m a k ɯ
18315	huber1992/ocaina/BARBA_BEARD	BARBA_BEARD	hṍṍhĩ	ocaina	h ṍ ṍ h ĩ
18803	huber1992/orejón/BARBA_BEARD	BARBA_BEARD	jẽtu badu	orejón	j ẽ t u # b a d u
19095	huber1992/piapoco/BARBA_BEARD	BARBA_BEARD	wasínuma	piapoco	w a s í n u m a
19539	huber1992/puinave/BARBA_BEARD	BARBA_BEARD	je sulot	puinave	j e # s u l o t
19889	huber1992/resígaro/BARBA_BEARD	BARBA_BEARD	noʤíhí	resígaro	n o ʤ í h í
20241	huber1992/sáliba/BARBA_BEARD	BARBA_BEARD	ahĩxe	sáliba	a h ĩ x e
20600	huber1992/siona/BARBA_BEARD	BARBA_BEARD	seiwi̵	siona	s e i w i̵
20954	huber1992/siriano/BARBA_BEARD	BARBA_BEARD	sípóa	siriano	s í p ó a
21339	huber1992/tatuyo/BARBA_BEARD	BARBA_BEARD	rijé poa	tatuyo	r i j é # p o a
21711	huber1992/tucano/BARBA_BEARD	BARBA_BEARD	i̵séka poari	tucano	i̵ s é k a # p o a r i
22101	huber1992/embera Tadó/BARBA_BEARD	BARBA_BEARD	uɗikʰaɾá	embera Tadó	u ɗ i k ʰ a ɾ á
22495	huber1992/tanimuca/BARBA_BEARD	BARBA_BEARD	rihetaja	tanimuca	r i h e t a j a
22893	huber1992/tunebo central/BARBA_BEARD	BARBA_BEARD	kánara	tunebo central	k á n a r a
23415	huber1992/tsafiqui pila/BARBA_BEARD	BARBA_BEARD	tese	tsafiqui pila	t e s e
23779	huber1992/totoró/BARBA_BEARD	BARBA_BEARD	miliʃik	totoró	m i l i ʃ i k
24078	huber1992/tuyuca/BARBA_BEARD	BARBA_BEARD	i̵sépoa	tuyuca	i̵ s é p o a
24455	huber1992/waimaja/BARBA_BEARD	BARBA_BEARD	i̵hépoa	waimaja	i̵ h é p o a
24996	huber1992/wounaan/BARBA_BEARD	BARBA_BEARD	iekʰaaɾ	wounaan	i e k ʰ a a ɾ
25449	huber1992/wanano/BARBA_BEARD	BARBA_BEARD	di̵se poari	wanano	d i̵ s e # p o a r i
25847	huber1992/wayuu/BARBA_BEARD	BARBA_BEARD	weʔíima	wayuu	w e ʔ í i m a
26395	huber1992/yucuna/BARBA_BEARD	BARBA_BEARD	waʔaréʧi	yucuna	w a ʔ a r é ʧ i
27138	huber1992/yukpa/BARBA_BEARD	BARBA_BEARD	póʔtame	yukpa	p ó ʔ t a m e
27139	huber1992/yukpa/BARBA_BEARD	BARBA_BEARD	póʔtamo	yukpa	p ó ʔ t a m o
27151	huber1992/yurutí/BARBA_BEARD	BARBA_BEARD	i̵sépoa	yurutí	i̵ s é p o a
#
266	huber1992/kamsá/BARRIGA_BELLY	BARRIGA_BELLY	wabsbiá	kamsá	w a b s b i á
691	huber1992/Español/BARRIGA_BELLY	BARRIGA_BELLY	barriga	Español	b a r r i g a
1151	huber1992/English/BARRIGA_BELLY	BARRIGA_BELLY	belly	English	b e l l y
1921	huber1992/epena Saija/BARRIGA_BELLY	BARRIGA_BELLY	ãtáu	epena Saija	ã t á u
2302	huber1992/awa/BARRIGA_BELLY	BARRIGA_BELLY	pi̵xa	awa	p i̵ x a
2673	huber1992/epena basurudó/BARRIGA_BELLY	BARRIGA_BELLY	ãpʰimíʧi	epena basurudó	ã p ʰ i m í ʧ i
3236	huber1992/bora/BARRIGA_BELLY	BARRIGA_BELLY	íʔpáɯ	bora	í ʔ p á ɯ
3237	huber1992/bora/BARRIGA_BELLY	BARRIGA_BELLY	méʔpáɯɯ́	bora	m é ʔ p á ɯ ɯ́
3712	huber1992/giacone/BARRIGA_BELLY	BARRIGA_BELLY	nauáua	giacone	n a u á u a
3713	huber1992/giacone/BARRIGA_BELLY	BARRIGA_BELLY	nauáua keepinanipe	giacone	n a u á u a # k e e p i n a n i p e
4003	huber1992/barí/BARRIGA_BELLY	BARRIGA_BELLY	ʔiʃirə	barí	ʔ i ʃ i r ə
4356	huber1992/bará/BARRIGA_BELLY	BARRIGA_BELLY	páaga	bará	p á a g a
4834	huber1992/guahibo/BARRIGA_BELLY	BARRIGA_BELLY	pekótoto	guahibo	p e k ó t o t o
5306	huber1992/barasana/BARRIGA_BELLY	BARRIGA_BELLY	gi̵dáhóá	barasana	g i̵ d á h ó á
5534	huber1992/cabiyarí/BARRIGA_BELLY	BARRIGA_BELLY	teere	cabiyarí	t e e r e
5816	huber1992/secoya/BARRIGA_BELLY	BARRIGA_BELLY	ũtapi̵	secoya	ũ t a p i̵
6174	huber1992/cha'palaachi/BARRIGA_BELLY	BARRIGA_BELLY	ahka	cha'palaachi	a h k a
6504	huber1992/guambiano/BARRIGA_BELLY	BARRIGA_BELLY	patsi̵	guambiano	p a t s i̵
6939	huber1992/cuiba/BARRIGA_BELLY	BARRIGA_BELLY	pekotéri	cuiba	p e k o t é r i
7352	huber1992/carijona/BARRIGA_BELLY	BARRIGA_BELLY	iwakuru	carijona	i w a k u r u
7735	huber1992/macuna/BARRIGA_BELLY	BARRIGA_BELLY	heraga	macuna	h e r a g a
8113	huber1992/chimila/BARRIGA_BELLY	BARRIGA_BELLY	júmmesuʔ	chimila	j ú m m e s u ʔ
8546	huber1992/guayabero/BARRIGA_BELLY	BARRIGA_BELLY	peh weht	guayabero	p e h # w e h t
8959	huber1992/embera chamí/BARRIGA_BELLY	BARRIGA_BELLY	ãpʰur	embera chamí	ã p ʰ u r
9348	huber1992/carapana/BARRIGA_BELLY	BARRIGA_BELLY	páro	carapana	p á r o
9720	huber1992/curripaco/BARRIGA_BELLY	BARRIGA_BELLY	nowawa	curripaco	n o w a w a
10067	huber1992/ika/BARRIGA_BELLY	BARRIGA_BELLY	zúnkəni̵	ika	z ú n k ə n i̵
10468	huber1992/catío/BARRIGA_BELLY	BARRIGA_BELLY	ãuría	catío	ã u r í a
10876	huber1992/cubeo/BARRIGA_BELLY	BARRIGA_BELLY	japíbi̵	cubeo	j a p í b i̵
11370	huber1992/muinane/BARRIGA_BELLY	BARRIGA_BELLY	íiba	muinane	í i b a
11371	huber1992/muinane/BARRIGA_BELLY	BARRIGA_BELLY	xéebi̵i̵	muinane	x é e b i̵ i̵
11833	huber1992/desano/BARRIGA_BELLY	BARRIGA_BELLY	páru	desano	p á r u
12206	huber1992/inga/BARRIGA_BELLY	BARRIGA_BELLY	wígsa	inga	w í g s a
12576	huber1992/dí̵mi̵na/BARRIGA_BELLY	BARRIGA_BELLY	ti̵mi̵ki̵na	dí̵mi̵na	t i̵ m i̵ k i̵ n a
12941	huber1992/embera Darién/BARRIGA_BELLY	BARRIGA_BELLY	ãtaú	embera Darién	ã t a ú
13274	huber1992/nukak/BARRIGA_BELLY	BARRIGA_BELLY	ʧi̵ka⁴	nukak	ʧ i̵ k a ⁴
13942	huber1992/jitnu/BARRIGA_BELLY	BARRIGA_BELLY	pekuéter	jitnu	p e k u é t e r
14331	huber1992/koreguaje/BARRIGA_BELLY	BARRIGA_BELLY	ki̵tʰaro	koreguaje	k i̵ t ʰ a r o
14748	huber1992/páez/BARRIGA_BELLY	BARRIGA_BELLY	tutʲh	páez	t u t ʲ h
15190	huber1992/kakua/BARRIGA_BELLY	BARRIGA_BELLY	jab⁴ waw³	kakua	j a b ⁴ # w a w ³
15636	huber1992/witoto mi̵ni̵ca/BARRIGA_BELLY	BARRIGA_BELLY	hébe	witoto mi̵ni̵ca	h é b e
15637	huber1992/witoto mi̵ni̵ca/BARRIGA_BELLY	BARRIGA_BELLY	hébekɯ	witoto mi̵ni̵ca	h é b e k ɯ
16048	huber1992/kogui/BARRIGA_BELLY	BARRIGA_BELLY	díʒək	kogui	d í ʒ ə k
16473	huber1992/witoto ni̵pode/BARRIGA_BELLY	BARRIGA_BELLY	hébe	witoto ni̵pode	h é b e
16930	huber1992/miraña/BARRIGA_BELLY	BARRIGA_BELLY	íʔpáɯ	miraña	í ʔ p á ɯ
17331	huber1992/piratapuyo/BARRIGA_BELLY	BARRIGA_BELLY	paaga	piratapuyo	p a a g a
17749	huber1992/playero/BARRIGA_BELLY	BARRIGA_BELLY	pekótsoro	playero	p e k ó t s o r o
18169	huber1992/witoto murui/BARRIGA_BELLY	BARRIGA_BELLY	hebe	witoto murui	h e b e
18170	huber1992/witoto murui/BARRIGA_BELLY	BARRIGA_BELLY	ɸenaɯ	witoto murui	ɸ e n a ɯ
18645	huber1992/ocaina/BARRIGA_BELLY	BARRIGA_BELLY	gááho	ocaina	g á á h o
19392	huber1992/piapoco/BARRIGA_BELLY	BARRIGA_BELLY	wadèe	piapoco	w a d è e
19393	huber1992/piapoco/BARRIGA_BELLY	BARRIGA_BELLY	wadèe wadèe	piapoco	w a d è e # w a d è e
19770	huber1992/puinave/BARRIGA_BELLY	BARRIGA_BELLY	mo pup	puinave	m o # p u p
20127	huber1992/resígaro/BARRIGA_BELLY	BARRIGA_BELLY	iiʔʃaú	resígaro	i i ʔ ʃ a ú
20471	huber1992/sáliba/BARRIGA_BELLY	BARRIGA_BELLY	teʔʧe	sáliba	t e ʔ ʧ e
21215	huber1992/siriano/BARRIGA_BELLY	BARRIGA_BELLY	párú	siriano	p á r ú
21594	huber1992/tatuyo/BARRIGA_BELLY	BARRIGA_BELLY	páro	tatuyo	p á r o
21972	huber1992/tucano/BARRIGA_BELLY	BARRIGA_BELLY	páága	tucano	p á á g a
22370	huber1992/embera Tadó/BARRIGA_BELLY	BARRIGA_BELLY	ãdáu	embera Tadó	ã d á u
22756	huber1992/tanimuca/BARRIGA_BELLY	BARRIGA_BELLY	jaʔta	tanimuca	j a ʔ t a
23120	huber1992/tunebo central/BARRIGA_BELLY	BARRIGA_BELLY	jira	tunebo central	j i r a
23658	huber1992/tsafiqui pila/BARRIGA_BELLY	BARRIGA_BELLY	pekolo	tsafiqui pila	p e k o l o
23975	huber1992/totoró/BARRIGA_BELLY	BARRIGA_BELLY	kiti̵	totoró	k i t i̵
24326	huber1992/tuyuca/BARRIGA_BELLY	BARRIGA_BELLY	páaga	tuyuca	p á a g a
24810	huber1992/waimaja/BARRIGA_BELLY	BARRIGA_BELLY	páágá	waimaja	p á á g á
25292	huber1992/wounaan/BARRIGA_BELLY	BARRIGA_BELLY	kʰuʔoʔomorg	wounaan	k ʰ u ʔ o ʔ o m o r g
25707	huber1992/wanano/BARRIGA_BELLY	BARRIGA_BELLY	pʰaro	wanano	p ʰ a r o
26185	huber1992/wayuu/BARRIGA_BELLY	BARRIGA_BELLY	si̵léʔe	wayuu	s i̵ l é ʔ e
26186	huber1992/wayuu/BARRIGA_BELLY	BARRIGA_BELLY	si̵aléʔe	wayuu	s i̵ a l é ʔ e
26681	huber1992/yucuna/BARRIGA_BELLY	BARRIGA_BELLY	huláhi	yucuna	h u l á h i
27024	huber1992/yukpa/BARRIGA_BELLY	BARRIGA_BELLY	póse	yukpa	p ó s e
27405	huber1992/yurutí/BARRIGA_BELLY	BARRIGA_BELLY	páaga	yurutí	p á a g a
#
268	huber1992/kamsá/BEBER_DRINK	BEBER_DRINK	xatmuána	kamsá	x a t m u á n a
269	huber1992/kamsá/BEBER_DRINK	BEBER_DRINK	xobɕiána	kamsá	x o b ɕ i á n a
693	huber1992/Español/BEBER_DRINK	BEBER_DRINK	beber	Español	b e b e r
855	huber1992/baniva/BEBER_DRINK	BEBER_DRINK	zaka	baniva	z a k a
1153	huber1992/English/BEBER_DRINK	BEBER_DRINK	drink	English	d r i n k
1497	huber1992/achagua/BEBER_DRINK	BEBER_DRINK	íʒa	achagua	í ʒ a
1923	huber1992/epena Saija/BEBER_DRINK	BEBER_DRINK	to	epena Saija	t o
2304	huber1992/awa/BEBER_DRINK	BEBER_DRINK	kwan	awa	k w a n
2675	huber1992/epena basurudó/BEBER_DRINK	BEBER_DRINK	to	epena basurudó	t o
3242	huber1992/bora/BEBER_DRINK	BEBER_DRINK	ato	bora	a t o
3243	huber1992/bora/BEBER_DRINK	BEBER_DRINK	atɯ́kʰɯ	bora	a t ɯ́ k ʰ ɯ
3244	huber1992/bora/BEBER_DRINK	BEBER_DRINK	átɯkʰɯ́nɯ	bora	á t ɯ k ʰ ɯ́ n ɯ
3715	huber1992/giacone/BEBER_DRINK	BEBER_DRINK	pairánipe	giacone	p a i r á n i p e
3716	huber1992/giacone/BEBER_DRINK	BEBER_DRINK	nohá nuirani	giacone	n o h á # n u i r a n i
4004	huber1992/barí/BEBER_DRINK	BEBER_DRINK	ʔajgsajnə	barí	ʔ a j g s a j n ə
4358	huber1992/bará/BEBER_DRINK	BEBER_DRINK	hĩdĩ	bará	h ĩ d ĩ
4837	huber1992/guahibo/BEBER_DRINK	BEBER_DRINK	ápa	guahibo	á p a
5308	huber1992/barasana/BEBER_DRINK	BEBER_DRINK	idí	barasana	i d í
5536	huber1992/cabiyarí/BEBER_DRINK	BEBER_DRINK	ila	cabiyarí	i l a
5818	huber1992/secoya/BEBER_DRINK	BEBER_DRINK	ũkuje	secoya	ũ k u j e
6176	huber1992/cha'palaachi/BEBER_DRINK	BEBER_DRINK	kuʃnu	cha'palaachi	k u ʃ n u
6506	huber1992/guambiano/BEBER_DRINK	BEBER_DRINK	muʧip	guambiano	m u ʧ i p
6941	huber1992/cuiba/BEBER_DRINK	BEBER_DRINK	ápa	cuiba	á p a
7354	huber1992/carijona/BEBER_DRINK	BEBER_DRINK	nejandanɯ	carijona	n e j a n d a n ɯ
7737	huber1992/macuna/BEBER_DRINK	BEBER_DRINK	idi	macuna	i d i
8115	huber1992/chimila/BEBER_DRINK	BEBER_DRINK	uk	chimila	u k
8549	huber1992/guayabero/BEBER_DRINK	BEBER_DRINK	ʔáɸ	guayabero	ʔ á ɸ
8961	huber1992/embera chamí/BEBER_DRINK	BEBER_DRINK	do	embera chamí	d o
9350	huber1992/carapana/BEBER_DRINK	BEBER_DRINK	éti	carapana	é t i
9722	huber1992/curripaco/BEBER_DRINK	BEBER_DRINK	pairaka	curripaco	p a i r a k a
10069	huber1992/ika/BEBER_DRINK	BEBER_DRINK	aʔgən	ika	a ʔ g ə n
10471	huber1992/catío/BEBER_DRINK	BEBER_DRINK	do	catío	d o
10878	huber1992/cubeo/BEBER_DRINK	BEBER_DRINK	ũkṹjĩ̵	cubeo	ũ k ṹ j ĩ̵
11374	huber1992/muinane/BEBER_DRINK	BEBER_DRINK	áduʔi	muinane	á d u ʔ i
11835	huber1992/desano/BEBER_DRINK	BEBER_DRINK	iʔrí	desano	i ʔ r í
12208	huber1992/inga/BEBER_DRINK	BEBER_DRINK	upjáj	inga	u p j á j
12578	huber1992/dí̵mi̵na/BEBER_DRINK	BEBER_DRINK	anga	dí̵mi̵na	a n g a
12943	huber1992/embera Darién/BEBER_DRINK	BEBER_DRINK	to	embera Darién	t o
13276	huber1992/nukak/BEBER_DRINK	BEBER_DRINK	haha²	nukak	h a h a ²
13600	huber1992/jupda/BEBER_DRINK	BEBER_DRINK	əggəj	jupda	ə g g ə j
