# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	QLCID	CONCEPT	COUNTERPART	DOCULECT
4195	huber1992/bará/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diajo	bará
4614	huber1992/guahibo/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	bohónawi	guahibo
5125	huber1992/barasana/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	tĩbĩ	barasana
5664	huber1992/secoya/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	kʷahĩjaʔo	secoya
6030	huber1992/cha'palaachi/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	biʔalʲi	cha'palaachi
6734	huber1992/cuiba/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	bonówi	cuiba
7200	huber1992/carijona/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	saro	carijona
7567	huber1992/macuna/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	tĩbĩ	macuna
8347	huber1992/guayabero/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	bohléw	guayabero
8348	huber1992/guayabero/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ʧarmáʔ	guayabero
8787	huber1992/embera chamí/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	doʔáwi	embera chamí
9185	huber1992/carapana/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	riatĩ́bĩ́	carapana
9562	huber1992/curripaco/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	piido	curripaco
9916	huber1992/ika/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ʤe náwa	ika
10301	huber1992/catío/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	babeɾamá	catío
10703	huber1992/cubeo/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ti̵bĩ	cubeo
11134	huber1992/muinane/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	súku	muinane
11664	huber1992/desano/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diájõrã	desano
11665	huber1992/desano/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diátĩbĩ	desano
12057	huber1992/inga/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	jáku álku	inga
12421	huber1992/dí̵mi̵na/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	nandumaga	dí̵mi̵na
13143	huber1992/nukak/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	wɛn⁴daawa⁴	nukak
13474	huber1992/jupda/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	jɔk	jupda
13789	huber1992/jitnu/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	bóni	jitnu
14154	huber1992/koreguaje/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ʤaʔo	koreguaje
14576	huber1992/páez/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	juʔalku	páez
15003	huber1992/kakua/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	wẽd⁴	kakua
15438	huber1992/witoto mi̵ni̵ca/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ɯɸúe	witoto mi̵ni̵ca
15885	huber1992/kogui/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	náuwi	kogui
16277	huber1992/witoto ni̵pode/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ɯpóe	witoto ni̵pode
16749	huber1992/miraña/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	pómééméé	miraña
17173	huber1992/piratapuyo/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diejoʔo	piratapuyo
17574	huber1992/playero/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	bohónawi	playero
17992	huber1992/witoto murui/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ɯɸue	witoto murui
18434	huber1992/ocaina/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	hitóóro	ocaina
18886	huber1992/orejón/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	jao ago	orejón
19198	huber1992/piapoco/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	jéewi	piapoco
19978	huber1992/resígaro/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	husóodó	resígaro
20328	huber1992/sáliba/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	taʔbu	sáliba
20691	huber1992/siona/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	jaʔo gʷẽhĩ	siona
21052	huber1992/siriano/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diájã́rã	siriano
21433	huber1992/tatuyo/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ria jóo	tatuyo
21809	huber1992/tucano/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diájo	tucano
21810	huber1992/tucano/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diátibĩ	tucano
22212	huber1992/embera Tadó/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	awí	embera Tadó
22591	huber1992/tanimuca/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	riajaʔua	tanimuca
22592	huber1992/tanimuca/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	eʔsua	tanimuca
22976	huber1992/tunebo central/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	ráuwarama	tunebo central
23507	huber1992/tsafiqui pila/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	bijaali	tsafiqui pila
24170	huber1992/tuyuca/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	díatĩbĩ	tuyuca
24586	huber1992/waimaja/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	díajo	waimaja
25107	huber1992/wounaan/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	dʊʔai	wounaan
25548	huber1992/wanano/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	diejoʔo	wanano
25549	huber1992/wanano/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	dia tĩbĩ	wanano
26498	huber1992/yucuna/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	apatuxmé	yucuna
26887	huber1992/yukpa/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	saróro	yukpa
27241	huber1992/yurutí/NUTRIA, PERRO DE AGUA_OTTER	NUTRIA, PERRO DE AGUA_OTTER	díatĩ̵bĩ̵	yurutí
#
6	huber1992/kamsá/OJO_EYE	OJO_EYE	bɕni̵bé	kamsá
7	huber1992/kamsá/OJO_EYE	OJO_EYE	bomínje	kamsá
803	huber1992/baniva/OJO_EYE	OJO_EYE	tʰí	baniva
1260	huber1992/achagua/OJO_EYE	OJO_EYE	tuí	achagua
1636	huber1992/epena Saija/OJO_EYE	OJO_EYE	táu	epena Saija
2046	huber1992/awa/OJO_EYE	OJO_EYE	kasu	awa
2433	huber1992/epena basurudó/OJO_EYE	OJO_EYE	táu	epena basurudó
2781	huber1992/bora/OJO_EYE	OJO_EYE	ʔáʧɯɯ	bora
2782	huber1992/bora/OJO_EYE	OJO_EYE	meʔáʧɯɯ	bora
3505	huber1992/giacone/OJO_EYE	OJO_EYE	uatida	giacone
3810	huber1992/barí/OJO_EYE	OJO_EYE	ooɾə	barí
3811	huber1992/barí/OJO_EYE	OJO_EYE	ooʃinə	barí
4092	huber1992/bará/OJO_EYE	OJO_EYE	kapea	bará
4480	huber1992/guahibo/OJO_EYE	OJO_EYE	pi:taxú:to	guahibo
5019	huber1992/barasana/OJO_EYE	OJO_EYE	kahéa	barasana
5445	huber1992/cabiyarí/OJO_EYE	OJO_EYE	thu	cabiyarí
5566	huber1992/secoya/OJO_EYE	OJO_EYE	jãkʷa	secoya
5935	huber1992/cha'palaachi/OJO_EYE	OJO_EYE	kapuka	cha'palaachi
6288	huber1992/guambiano/OJO_EYE	OJO_EYE	kap	guambiano
6608	huber1992/cuiba/OJO_EYE	OJO_EYE	peitamaikéito	cuiba
6609	huber1992/cuiba/OJO_EYE	OJO_EYE	petakuereto	cuiba
7099	huber1992/carijona/OJO_EYE	OJO_EYE	ihanari	carijona
7465	huber1992/macuna/OJO_EYE	OJO_EYE	kahea	macuna
7862	huber1992/chimila/OJO_EYE	OJO_EYE	wáakuaʔ	chimila
8238	huber1992/guayabero/OJO_EYE	OJO_EYE	peh ʔitɸút	guayabero
8678	huber1992/embera chamí/OJO_EYE	OJO_EYE	dáu	embera chamí
9085	huber1992/carapana/OJO_EYE	OJO_EYE	káapea	carapana
9464	huber1992/curripaco/OJO_EYE	OJO_EYE	noti	curripaco
9829	huber1992/ika/OJO_EYE	OJO_EYE	úmi̵	ika
10189	huber1992/catío/OJO_EYE	OJO_EYE	dabí̵	catío
10595	huber1992/cubeo/OJO_EYE	OJO_EYE	jakóri̵	cubeo
11004	huber1992/muinane/OJO_EYE	OJO_EYE	ááʤi̵ʔi̵	muinane
11559	huber1992/desano/OJO_EYE	OJO_EYE	kuíru	desano
11959	huber1992/inga/OJO_EYE	OJO_EYE	ɲáwi	inga
12324	huber1992/dí̵mi̵na/OJO_EYE	OJO_EYE	uma	dí̵mi̵na
12687	huber1992/embera Darién/OJO_EYE	OJO_EYE	dáu	embera Darién
13051	huber1992/nukak/OJO_EYE	OJO_EYE	ʔɛn⁴at¹	nukak
13379	huber1992/jupda/OJO_EYE	OJO_EYE	kəwəg	jupda
13685	huber1992/jitnu/OJO_EYE	OJO_EYE	pitpút	jitnu
14051	huber1992/koreguaje/OJO_EYE	OJO_EYE	ɲakʰoa	koreguaje
14468	huber1992/páez/OJO_EYE	OJO_EYE	jaɸ	páez
14888	huber1992/kakua/OJO_EYE	OJO_EYE	kib²	kakua
15319	huber1992/witoto mi̵ni̵ca/OJO_EYE	OJO_EYE	uíhɯ	witoto mi̵ni̵ca
15780	huber1992/kogui/OJO_EYE	OJO_EYE	úba	kogui
16172	huber1992/witoto ni̵pode/OJO_EYE	OJO_EYE	uíhɯ	witoto ni̵pode
16613	huber1992/miraña/OJO_EYE	OJO_EYE	áʧɯɯ́	miraña
16614	huber1992/miraña/OJO_EYE	OJO_EYE	íáʧɯɯ́	miraña
17070	huber1992/piratapuyo/OJO_EYE	OJO_EYE	kapea	piratapuyo
17463	huber1992/playero/OJO_EYE	OJO_EYE	pítaxúto	playero
17873	huber1992/witoto murui/OJO_EYE	OJO_EYE	uiθɯ	witoto murui
18308	huber1992/ocaina/OJO_EYE	OJO_EYE	ohɯ́ɯ́	ocaina
18796	huber1992/orejón/OJO_EYE	OJO_EYE	jãko	orejón
19087	huber1992/piapoco/OJO_EYE	OJO_EYE	watuí	piapoco
19533	huber1992/puinave/OJO_EYE	OJO_EYE	bik	puinave
19883	huber1992/resígaro/OJO_EYE	OJO_EYE	ín̥iú	resígaro
20235	huber1992/sáliba/OJO_EYE	OJO_EYE	paxu	sáliba
20594	huber1992/siona/OJO_EYE	OJO_EYE	jãkoga	siona
20948	huber1992/siriano/OJO_EYE	OJO_EYE	kojéru	siriano
21333	huber1992/tatuyo/OJO_EYE	OJO_EYE	káapea	tatuyo
21705	huber1992/tucano/OJO_EYE	OJO_EYE	kapéa	tucano
22094	huber1992/embera Tadó/OJO_EYE	OJO_EYE	dáu	embera Tadó
22489	huber1992/tanimuca/OJO_EYE	OJO_EYE	jãkoa	tanimuca
22886	huber1992/tunebo central/OJO_EYE	OJO_EYE	ùba	tunebo central
23227	huber1992/tariano/OJO_EYE	OJO_EYE	piβimínda	tariano
23409	huber1992/tsafiqui pila/OJO_EYE	OJO_EYE	kaka	tsafiqui pila
23773	huber1992/totoró/OJO_EYE	OJO_EYE	kaptɕul	totoró
24071	huber1992/tuyuca/OJO_EYE	OJO_EYE	kapéa	tuyuca
24449	huber1992/waimaja/OJO_EYE	OJO_EYE	kapéga	waimaja
24989	huber1992/wounaan/OJO_EYE	OJO_EYE	dau	wounaan
25443	huber1992/wanano/OJO_EYE	OJO_EYE	kapariaka	wanano
25839	huber1992/wayuu/OJO_EYE	OJO_EYE	woʔú	wayuu
25840	huber1992/wayuu/OJO_EYE	OJO_EYE	woʔú waoʔu	wayuu
26387	huber1992/yucuna/OJO_EYE	OJO_EYE	wexlú	yucuna
26388	huber1992/yucuna/OJO_EYE	OJO_EYE	wexlú waixlú	yucuna
26795	huber1992/yukpa/OJO_EYE	OJO_EYE	ánu	yukpa
27145	huber1992/yurutí/OJO_EYE	OJO_EYE	kápee	yurutí
#
369	huber1992/kamsá/OLER_SMELL	OLER_SMELL	xongi̵tsetɕiána	kamsá
1616	huber1992/achagua/OLER_SMELL	OLER_SMELL	miédéda	achagua
2020	huber1992/epena Saija/OLER_SMELL	OLER_SMELL	ĩ̵	epena Saija
2410	huber1992/awa/OLER_SMELL	OLER_SMELL	piana	awa
2756	huber1992/epena basurudó/OLER_SMELL	OLER_SMELL	ĩ̵	epena basurudó
3255	huber1992/bora/OLER_SMELL	OLER_SMELL	ɯʧíxkʰʲɯ́	bora
3256	huber1992/bora/OLER_SMELL	OLER_SMELL	ɯ́ʧiɯ́kʰɯ	bora
3257	huber1992/bora/OLER_SMELL	OLER_SMELL	tsʰíiʔxʲɯ́kʰɯ	bora
3258	huber1992/bora/OLER_SMELL	OLER_SMELL	aráʔkʰo	bora
3259	huber1992/bora/OLER_SMELL	OLER_SMELL	βoβóxkʰɯ	bora
3260	huber1992/bora/OLER_SMELL	OLER_SMELL	kʰɯβa	bora
3261	huber1992/bora/OLER_SMELL	OLER_SMELL	ápʰʲɯ́xakʰóóβe	bora
3788	huber1992/giacone/OLER_SMELL	OLER_SMELL	peemiánipe	giacone
4075	huber1992/barí/OLER_SMELL	OLER_SMELL	ʔatukajnə	barí
4456	huber1992/bará/OLER_SMELL	OLER_SMELL	wĩdĩ́	bará
4979	huber1992/guahibo/OLER_SMELL	OLER_SMELL	tuxúne	guahibo
4980	huber1992/guahibo/OLER_SMELL	OLER_SMELL	tuxúba	guahibo
4981	huber1992/guahibo/OLER_SMELL	OLER_SMELL	tuxúba pl	guahibo
5420	huber1992/barasana/OLER_SMELL	OLER_SMELL	wĩdĩ́	barasana
5915	huber1992/secoya/OLER_SMELL	OLER_SMELL	ji̵ʔeje	secoya
5916	huber1992/secoya/OLER_SMELL	OLER_SMELL	sĩ̵jẽ	secoya
6269	huber1992/cha'palaachi/OLER_SMELL	OLER_SMELL	iʃkeenu	cha'palaachi
6589	huber1992/guambiano/OLER_SMELL	OLER_SMELL	itɕap	guambiano
7076	huber1992/cuiba/OLER_SMELL	OLER_SMELL	tuxúba	cuiba
7442	huber1992/carijona/OLER_SMELL	OLER_SMELL	ihokɯnatanɯ	carijona
7837	huber1992/macuna/OLER_SMELL	OLER_SMELL	wĩhĩ	macuna
8215	huber1992/chimila/OLER_SMELL	OLER_SMELL	móo	chimila
8216	huber1992/chimila/OLER_SMELL	OLER_SMELL	ᵐbéemoʔje	chimila
8652	huber1992/guayabero/OLER_SMELL	OLER_SMELL	xatúxa	guayabero
9063	huber1992/embera chamí/OLER_SMELL	OLER_SMELL	ĩ̵	embera chamí
9445	huber1992/carapana/OLER_SMELL	OLER_SMELL	wĩ́dĩ́	carapana
9810	huber1992/curripaco/OLER_SMELL	OLER_SMELL	pemiaka	curripaco
10170	huber1992/ika/OLER_SMELL	OLER_SMELL	reʔbussən	ika
10573	huber1992/catío/OLER_SMELL	OLER_SMELL	ĩ̵	catío
10976	huber1992/cubeo/OLER_SMELL	OLER_SMELL	wĩjĩ̵́	cubeo
11524	huber1992/muinane/OLER_SMELL	OLER_SMELL	xí̵gíkuʔi	muinane
11525	huber1992/muinane/OLER_SMELL	OLER_SMELL	úsuʔi	muinane
11526	huber1992/muinane/OLER_SMELL	OLER_SMELL	ní̵ni̵i̵ki̵ʔi	muinane
11939	huber1992/desano/OLER_SMELL	OLER_SMELL	wĩhĩ́	desano
12302	huber1992/inga/OLER_SMELL	OLER_SMELL	asnáj	inga
12669	huber1992/dí̵mi̵na/OLER_SMELL	OLER_SMELL	ni̵ki̵natuʒi	dí̵mi̵na
13031	huber1992/embera Darién/OLER_SMELL	OLER_SMELL	ĩ̵	embera Darién
13359	huber1992/nukak/OLER_SMELL	OLER_SMELL	wĩĩh³	nukak
13667	huber1992/jupda/OLER_SMELL	OLER_SMELL	ʧi̵wi̵ʔi̵j	jupda
14029	huber1992/jitnu/OLER_SMELL	OLER_SMELL	túk	jitnu
14443	huber1992/koreguaje/OLER_SMELL	OLER_SMELL	si̵i̵	koreguaje
14865	huber1992/páez/OLER_SMELL	OLER_SMELL	puta	páez
15297	huber1992/kakua/OLER_SMELL	OLER_SMELL	hõj³	kakua
15756	huber1992/witoto mi̵ni̵ca/OLER_SMELL	OLER_SMELL	haʤéde	witoto mi̵ni̵ca
16150	huber1992/kogui/OLER_SMELL	OLER_SMELL	ahúma ʒigzúkkuĩ	kogui
16580	huber1992/witoto ni̵pode/OLER_SMELL	OLER_SMELL	haʤéde	witoto ni̵pode
17039	huber1992/miraña/OLER_SMELL	OLER_SMELL	kʰɯ́βa	miraña
17040	huber1992/miraña/OLER_SMELL	OLER_SMELL	ɯ́tsihkʰɯ́	miraña
17041	huber1992/miraña/OLER_SMELL	OLER_SMELL	ɯɯtsʰó	miraña
17438	huber1992/piratapuyo/OLER_SMELL	OLER_SMELL	wĩhĩ	piratapuyo
17852	huber1992/playero/OLER_SMELL	OLER_SMELL	tuxúba	playero
17853	huber1992/playero/OLER_SMELL	OLER_SMELL	tuxúne	playero
18178	huber1992/witoto murui/OLER_SMELL	OLER_SMELL	haʤede	witoto murui
18179	huber1992/witoto murui/OLER_SMELL	OLER_SMELL	ɲɯtade	witoto murui
18767	huber1992/ocaina/OLER_SMELL	OLER_SMELL	dʲooro	ocaina
19064	huber1992/orejón/OLER_SMELL	OLER_SMELL	ji̵eji	orejón
19506	huber1992/piapoco/OLER_SMELL	OLER_SMELL	wamìaka	piapoco
19864	huber1992/puinave/OLER_SMELL	OLER_SMELL	hasihik	puinave
20216	huber1992/resígaro/OLER_SMELL	OLER_SMELL	siiʔ kʰú	resígaro
20574	huber1992/sáliba/OLER_SMELL	OLER_SMELL	ɲoahaʔa	sáliba
20575	huber1992/sáliba/OLER_SMELL	OLER_SMELL	ɲuahaʔa	sáliba
20926	huber1992/siona/OLER_SMELL	OLER_SMELL	sĩ̵hi	siona
20927	huber1992/siona/OLER_SMELL	OLER_SMELL	jiʔehi	siona
21314	huber1992/siriano/OLER_SMELL	OLER_SMELL	wĩhĩ́	siriano
21686	huber1992/tatuyo/OLER_SMELL	OLER_SMELL	wĩ́dĩ	tatuyo
22070	huber1992/tucano/OLER_SMELL	OLER_SMELL	wĩhĩ	tucano
22467	huber1992/embera Tadó/OLER_SMELL	OLER_SMELL	ĩ̵	embera Tadó
22865	huber1992/tanimuca/OLER_SMELL	OLER_SMELL	wĩʔĩrika	tanimuca
23209	huber1992/tunebo central/OLER_SMELL	OLER_SMELL	ina jakinro	tunebo central
23753	huber1992/tsafiqui pila/OLER_SMELL	OLER_SMELL	pubai	tsafiqui pila
24054	huber1992/totoró/OLER_SMELL	OLER_SMELL	itɕi̵mi̵ri̵p	totoró
24425	huber1992/tuyuca/OLER_SMELL	OLER_SMELL	wĩdĩ́	tuyuca
24958	huber1992/waimaja/OLER_SMELL	OLER_SMELL	wĩ́dĩ́	waimaja
24959	huber1992/waimaja/OLER_SMELL	OLER_SMELL	huhú	waimaja
25422	huber1992/wounaan/OLER_SMELL	OLER_SMELL	ɯ̃ɯ	wounaan
25811	huber1992/wanano/OLER_SMELL	OLER_SMELL	wĩhĩ	wanano
26345	huber1992/wayuu/OLER_SMELL	OLER_SMELL	áataa	wayuu
26346	huber1992/wayuu/OLER_SMELL	OLER_SMELL	séehuu	wayuu
26778	huber1992/yucuna/OLER_SMELL	OLER_SMELL	amaʔakáhe	yucuna
27119	huber1992/yukpa/OLER_SMELL	OLER_SMELL	emuse	yukpa
27505	huber1992/yurutí/OLER_SMELL	OLER_SMELL	wĩ́dĩĩ	yurutí
#
94	huber1992/kamsá/OLLA_COOKING POT	OLLA_COOKING POT	matbáxa	kamsá
1336	huber1992/achagua/OLLA_COOKING POT	OLLA_COOKING POT	kaʒáhi	achagua
1722	huber1992/epena Saija/OLLA_COOKING POT	OLLA_COOKING POT	kʰúuɾu	epena Saija
2120	huber1992/awa/OLLA_COOKING POT	OLLA_COOKING POT	paid	awa
2121	huber1992/awa/OLLA_COOKING POT	OLLA_COOKING POT	pirul	awa
2917	huber1992/bora/OLLA_COOKING POT	OLLA_COOKING POT	ʧíjiʔʧo	bora
3576	huber1992/giacone/OLLA_COOKING POT	OLLA_COOKING POT	surápi	giacone
3577	huber1992/giacone/OLLA_COOKING POT	OLLA_COOKING POT	tsiíua	giacone
3578	huber1992/giacone/OLLA_COOKING POT	OLLA_COOKING POT	kutsíua	giacone
3880	huber1992/barí/OLLA_COOKING POT	OLLA_COOKING POT	dahŋkuɾə	barí
4173	huber1992/bará/OLLA_COOKING POT	OLLA_COOKING POT	kõbẽri̵	bará
4174	huber1992/bará/OLLA_COOKING POT	OLLA_COOKING POT	hoti̵	bará
4585	huber1992/guahibo/OLLA_COOKING POT	OLLA_COOKING POT	wáxi	guahibo
4586	huber1992/guahibo/OLLA_COOKING POT	OLLA_COOKING POT	kanálito	guahibo
5102	huber1992/barasana/OLLA_COOKING POT	OLLA_COOKING POT	sotí̵	barasana
5641	huber1992/secoya/OLLA_COOKING POT	OLLA_COOKING POT	sotodo	secoya
6009	huber1992/cha'palaachi/OLLA_COOKING POT	OLLA_COOKING POT	pijama	cha'palaachi
6360	huber1992/guambiano/OLLA_COOKING POT	OLLA_COOKING POT	ki̵tsi̵	guambiano
6704	huber1992/cuiba/OLLA_COOKING POT	OLLA_COOKING POT	waxi	cuiba
6705	huber1992/cuiba/OLLA_COOKING POT	OLLA_COOKING POT	koróto	cuiba
7178	huber1992/carijona/OLLA_COOKING POT	OLLA_COOKING POT	kadero	carijona
7545	huber1992/macuna/OLLA_COOKING POT	OLLA_COOKING POT	soti̵	macuna
7938	huber1992/chimila/OLLA_COOKING POT	OLLA_COOKING POT	ⁿdeʔɾúmbɾiʔ	chimila
8321	huber1992/guayabero/OLLA_COOKING POT	OLLA_COOKING POT	mármat	guayabero
8766	huber1992/embera chamí/OLLA_COOKING POT	OLLA_COOKING POT	kʰúɾu	embera chamí
9162	huber1992/carapana/OLLA_COOKING POT	OLLA_COOKING POT	hotí̵	carapana
9540	huber1992/curripaco/OLLA_COOKING POT	OLLA_COOKING POT	palangana	curripaco
9900	huber1992/ika/OLLA_COOKING POT	OLLA_COOKING POT	póti	ika
10279	huber1992/catío/OLLA_COOKING POT	OLLA_COOKING POT	kʰuguɾú	catío
10680	huber1992/cubeo/OLLA_COOKING POT	OLLA_COOKING POT	kõã́ĩjĩ̵	cubeo
11111	huber1992/muinane/OLLA_COOKING POT	OLLA_COOKING POT	gíríʔiʤu	muinane
11638	huber1992/desano/OLLA_COOKING POT	OLLA_COOKING POT	mátásoro	desano
12034	huber1992/inga/OLLA_COOKING POT	OLLA_COOKING POT	mánga	inga
12402	huber1992/dí̵mi̵na/OLLA_COOKING POT	OLLA_COOKING POT	buku	dí̵mi̵na
12403	huber1992/dí̵mi̵na/OLLA_COOKING POT	OLLA_COOKING POT	ujeta	dí̵mi̵na
12782	huber1992/embera Darién/OLLA_COOKING POT	OLLA_COOKING POT	kʰuguɾú	embera Darién
12783	huber1992/embera Darién/OLLA_COOKING POT	OLLA_COOKING POT	pʰana	embera Darién
13124	huber1992/nukak/OLLA_COOKING POT	OLLA_COOKING POT	waam³	nukak
13451	huber1992/jupda/OLLA_COOKING POT	OLLA_COOKING POT	bãjʔ bɔk	jupda
13452	huber1992/jupda/OLLA_COOKING POT	OLLA_COOKING POT	bõb bɔk	jupda
13767	huber1992/jitnu/OLLA_COOKING POT	OLLA_COOKING POT	pelór	jitnu
14132	huber1992/koreguaje/OLLA_COOKING POT	OLLA_COOKING POT	tʰotʰoro	koreguaje
14554	huber1992/páez/OLLA_COOKING POT	OLLA_COOKING POT	mitʲh	páez
14977	huber1992/kakua/OLLA_COOKING POT	OLLA_COOKING POT	pi̵b³at⁴ daʔ⁴	kakua
14978	huber1992/kakua/OLLA_COOKING POT	OLLA_COOKING POT	ʔĩtaʔ² daʔ⁴	kakua
14979	huber1992/kakua/OLLA_COOKING POT	OLLA_COOKING POT	wãb² daʔ⁴	kakua
15414	huber1992/witoto mi̵ni̵ca/OLLA_COOKING POT	OLLA_COOKING POT	nógo	witoto mi̵ni̵ca
15860	huber1992/kogui/OLLA_COOKING POT	OLLA_COOKING POT	pútti	kogui
16252	huber1992/witoto ni̵pode/OLLA_COOKING POT	OLLA_COOKING POT	nógo	witoto ni̵pode
16726	huber1992/miraña/OLLA_COOKING POT	OLLA_COOKING POT	ʧíriʔʧo	miraña
17151	huber1992/piratapuyo/OLLA_COOKING POT	OLLA_COOKING POT	sutu	piratapuyo
17549	huber1992/playero/OLLA_COOKING POT	OLLA_COOKING POT	penámtsaséʧiwa	playero
17550	huber1992/playero/OLLA_COOKING POT	OLLA_COOKING POT	pelora	playero
17967	huber1992/witoto murui/OLLA_COOKING POT	OLLA_COOKING POT	nogo	witoto murui
18407	huber1992/ocaina/OLLA_COOKING POT	OLLA_COOKING POT	ɲoxootʲo	ocaina
18865	huber1992/orejón/OLLA_COOKING POT	OLLA_COOKING POT	tótò	orejón
19172	huber1992/piapoco/OLLA_COOKING POT	OLLA_COOKING POT	alamàa	piapoco
19606	huber1992/puinave/OLLA_COOKING POT	OLLA_COOKING POT	wãm	puinave
19956	huber1992/resígaro/OLLA_COOKING POT	OLLA_COOKING POT	βatsʰoótsíʔoohú	resígaro
20308	huber1992/sáliba/OLLA_COOKING POT	OLLA_COOKING POT	hõhĩʔmo	sáliba
